DATE,TMIN,TMAX,TAVG
1992-12-09,18,,
1992-12-10,16.5,,
1992-12-12,9.8,,
1992-12-14,8.5,,
1992-12-15,8,,
1992-12-17,8.1,17.3,12.7
1992-12-26,7.7,15.7,11.7
1992-12-28,14.6,,
1992-12-29,7.2,15.3,11.25
1993-01-13,12.7,,
1993-02-02,7.5,,
1993-02-07,11.6,,
1993-02-11,18.7,,
1993-02-20,19.7,,
1993-03-03,11.2,20.8,16
1993-03-05,11,,
1993-03-06,20,,
1993-03-08,11.5,21.8,16.65
1993-03-09,23.2,,
1993-03-11,24.2,,
1993-03-19,20.6,,
1993-03-20,11.2,20,15.6
1993-03-21,17.7,,
1993-03-23,12,20.5,16.25
1993-03-24,21.3,,
1993-03-25,12,21.7,16.85
1993-03-28,10.1,19.1,14.6
1993-03-29,20.1,,
1993-04-02,15.6,,
1993-04-04,15,24.5,19.75
1993-04-05,15.1,25.7,20.4
1993-04-09,14.7,,
1993-04-12,13,20.6,16.8
1993-04-15,21.6,,
1993-04-16,23.1,,
1993-04-21,11.2,,
1993-04-23,14.4,24.7,19.55
1993-04-25,10,24,17
1993-04-26,23,,
1993-04-27,15.4,24.3,19.85
1993-04-28,25.4,,
1993-04-29,14.1,,
1993-04-30,14.4,,
1993-05-02,17.1,25.7,21.4
1993-05-04,24.7,,
1993-05-06,24.9,,
1993-05-08,16.7,24.6,20.65
1993-05-10,14.8,23.8,19.3
1993-05-11,15.8,23.4,19.6
1993-05-12,14.8,,
1993-05-14,15.2,,
1993-05-17,24.6,,
1993-05-19,15.5,23.1,19.3
1993-05-22,16.3,26.5,21.4
1993-05-27,26.7,,
1993-05-28,15.2,24.8,20
1993-05-31,17.4,25,21.2
1993-06-01,17.5,26.6,22.05
1993-06-03,17.5,25.3,21.4
1993-06-08,18.5,25.2,21.85
1993-06-09,18.2,25.6,21.9
1993-06-11,18,25.3,21.65
1993-06-16,19.6,27.2,23.4
1993-06-26,26,,
1993-07-05,25.6,,
1993-07-06,20,26.1,23.05
1993-07-10,19.2,,
1993-07-11,20.1,26.9,23.5
1993-07-12,20.2,,
1993-07-13,27.1,,
1993-07-16,19.4,,
1993-07-19,19.5,22.3,20.9
1993-07-21,19.3,,
1993-07-22,17.7,24.4,21.05
1993-07-23,19,26.5,22.75
1993-07-25,19.9,26.1,23
1993-08-08,19.5,21.4,20.45
1993-08-09,21.8,,
1993-08-10,24.6,,
1993-08-11,20,27,23.5
1993-08-12,19,25.8,22.4
1993-08-14,20.3,25.7,23
1993-08-15,26.4,,
1993-08-17,19.5,26.4,22.95
1993-08-22,19.5,23.4,21.45
1993-08-23,25.7,,
1993-08-24,25.2,,
1993-08-25,19.3,25.4,22.35
1993-08-26,19.4,25.9,22.65
1993-08-27,18.8,24.7,21.75
1993-08-30,18.5,25.9,22.2
1993-08-31,19,25.6,22.3
1993-09-02,17.8,23.5,20.65
1993-09-06,18,26.3,22.15
1993-09-07,23.1,,
1993-09-12,19,25.1,22.05
1993-09-14,23.5,,
1993-09-16,25.4,,
1993-09-17,24.9,,
1993-09-21,26.2,,
1993-09-23,25.3,,
1993-10-01,23.7,,
1993-10-03,24.2,,
1993-10-07,24.9,,
1993-10-10,23.9,,
1993-11-04,22.3,,
1993-11-05,20.2,,
1993-11-10,20.2,,
1993-11-21,19.5,,
1993-11-23,22.1,,
1993-12-06,21.6,,
1993-12-10,10.9,20.2,15.55
1993-12-12,18.2,,
1993-12-15,16.2,,
1993-12-20,17.8,,
1993-12-27,21.2,,
1993-12-28,21.4,,
1993-12-31,18,,
1994-01-05,8.4,19.7,14.05
1994-01-07,19.2,,
1994-01-12,20.9,,
1994-01-13,10.5,21,15.75
1994-01-19,5,17.2,11.1
1994-01-23,18.5,,
1994-01-27,20.2,,
1994-01-30,19.8,,
1994-01-31,8.6,18.4,13.5
1994-02-04,8.9,17.3,13.1
1994-02-06,8.4,18.9,13.65
1994-02-07,8.2,19.3,13.75
1994-02-08,19.6,,
1994-02-10,16.3,,
1994-02-11,7.2,15.9,11.55
1994-02-13,16,,
1994-02-15,17.2,,
1994-02-19,8.5,,
1994-02-20,18.1,,
1994-02-23,18.2,,
1994-02-25,17.5,,
1994-02-27,18.1,,
1994-02-28,19,,
1994-03-04,11.7,20.9,16.3
1994-03-06,21.2,,
1994-03-08,11.6,21.7,16.65
1994-03-09,10.8,22.3,16.55
1994-03-11,22.2,,
1994-03-13,20.7,,
1994-03-14,23.1,,
1994-03-15,22.6,,
1994-03-20,17.4,,
1994-03-21,27.2,,
1994-03-22,16.3,27.1,21.7
1994-03-24,14,24.2,19.1
1994-03-25,24.7,,
1994-03-29,14.1,20.2,17.15
1994-03-31,22.9,,
1994-04-06,24.6,,
1994-04-07,16.8,25.5,21.15
1994-04-15,28.9,,
1994-04-16,28.4,,
1994-04-17,15,26.9,20.95
1994-04-18,25.3,,
1994-04-19,27.2,,
1994-04-20,25.1,,
1994-04-29,28.7,,
1994-05-01,28.8,,
1994-05-02,28.5,,
1994-05-04,30.3,,
1994-05-05,30.6,,
1994-05-07,28.7,,
1994-05-24,19.2,27.5,23.35
1994-06-01,20.1,26.7,23.4
1994-06-04,29.4,,
1994-06-07,28.8,,
1994-07-10,21.8,27.9,24.85
1994-07-11,22.1,28.2,25.15
1994-07-13,22.3,29.4,25.85
1994-08-01,28.7,,
1994-08-02,30.5,,
1994-08-04,21.6,27.9,24.75
1994-08-11,27.9,,
1994-08-13,25.5,,
1994-08-14,23.8,,
1994-08-20,20.5,27.5,24
1994-08-22,27.2,,
1994-08-23,25.4,,
1994-08-27,28.2,,
1994-09-11,27.8,,
1994-09-12,27.1,,
1994-09-14,18.5,27.9,23.2
1994-09-15,28.4,,
1994-09-18,27.5,,
1994-09-20,25.2,,
1994-09-23,28.1,,
1994-10-10,24.8,,
1994-11-17,23.7,,
1994-11-18,9.5,23.2,16.35
1994-11-25,20.8,,
1994-11-27,21.7,,
1994-12-02,20.4,,
1994-12-03,8.8,20.5,14.65
1994-12-04,21.2,,
1994-12-05,8.8,21.8,15.3
1994-12-07,21.6,,
1994-12-15,7.3,19.6,13.45
1994-12-19,7.2,,
1994-12-22,6.6,21.3,13.95
1994-12-23,7.1,20.7,13.9
1994-12-25,7,19.5,13.25
1994-12-26,19.6,,
1994-12-28,8.4,18.4,13.4
1994-12-29,7,,
1995-01-01,4.1,17.1,10.6
1995-01-02,3.8,,
1995-01-04,4.5,,
1995-01-05,18.1,,
1995-01-07,19.4,,
1995-01-12,8.9,19.4,14.15
1995-02-27,8.5,18.7,13.6
1995-03-01,9.5,,
1995-03-03,21.6,,
1995-03-04,20.8,,
1995-03-12,21.3,,
1995-03-16,22.2,,
1995-03-19,14,25.2,19.6
1995-03-20,24.7,,
1995-03-22,26.2,,
1995-03-26,15,28.5,21.75
1995-03-30,23.5,,
1995-04-02,26,,
1995-04-03,26.3,,
1995-04-05,13.2,,
1995-04-06,26,,
1995-04-07,26.3,,
1995-04-16,26.9,,
1995-04-22,28.3,,
1995-04-26,19.2,29.3,24.25
1995-05-03,29.7,,
1995-05-04,30,,
1995-05-11,18.4,28.8,23.6
1995-05-12,29.4,,
1995-05-14,28,,
1995-05-20,28.5,,
1995-05-21,20.2,27,23.6
1995-05-29,29.8,,
1995-05-30,21.7,30.2,25.95
1995-06-03,27.4,,
1995-06-04,27.6,,
1995-06-08,28.4,,
1995-06-12,27.9,,
1995-06-13,26.4,,
1995-06-14,28.2,,
1995-06-22,20.1,,
1995-06-23,19.7,26.8,23.25
1995-07-07,24.6,,
1995-07-16,26.9,,
1995-07-21,27.6,,
1995-07-23,27.5,,
1995-07-28,27.6,,
1995-08-16,28.3,,
1995-08-24,29.3,,
1995-08-31,28.7,,
1995-09-03,21.5,28,24.75
1995-09-08,27.8,,
1995-09-19,26.5,,
1995-09-21,25.2,,
1995-09-27,24,,
1995-09-28,22.2,,
1995-09-29,16.9,23,19.95
1995-10-08,26.3,,
1995-10-11,26,,
1995-10-12,13.2,25.1,19.15
1995-10-16,27.6,,
1995-10-22,19.5,,
1995-10-23,25.2,,
1995-10-27,13.7,25.4,19.55
1995-10-28,13.5,26.3,19.9
1995-10-29,26.5,,
1995-11-03,12.1,24,18.05
1995-11-05,25.4,,
1995-11-06,26.5,,
1995-11-07,33.5,,
1995-11-08,27.8,,
1995-11-09,15.3,22.2,18.75
1995-11-10,15.5,,
1995-11-12,15,,
1995-11-13,13.9,24.4,19.15
1995-11-14,12.8,24,18.4
1995-11-17,24,,
1995-11-19,12.7,22.4,17.55
1995-11-20,11.3,21.5,16.4
1995-11-21,20.9,,
1995-11-22,22,,
1995-11-23,10,22,16
1995-11-28,10.2,19.5,14.85
1995-11-29,9.1,19.8,14.45
1995-11-30,9.2,20,14.6
1995-12-02,18.8,,
1995-12-03,8.5,,
1995-12-05,8.4,18.1,13.25
1995-12-08,9.5,20.2,14.85
1995-12-10,9.2,19,14.1
1995-12-12,18.3,,
1995-12-13,9.6,18.7,14.15
1995-12-21,9.1,17.6,13.35
1995-12-26,16.1,,
1995-12-28,7.3,18.8,13.05
1995-12-30,6.8,19.7,13.25
1996-01-01,18.7,,
1996-01-05,17.6,,
1996-01-09,19.5,,
1996-01-10,7.3,18.7,13
1996-01-15,7,13.8,10.4
1996-01-17,14.5,,
1996-01-18,14.9,,
1996-02-06,18.8,,
1996-02-08,7.8,19.7,13.75
1996-02-15,10.2,20.6,15.4
1996-03-02,23.8,,
1996-03-11,21,,
1996-03-12,19.4,,
1996-03-27,11.3,22.8,17.05
1996-03-31,13.8,27.2,20.5
1996-04-14,16.5,29,22.75
1996-04-19,28.8,,
1996-04-21,28.6,,
1996-04-22,29.4,,
1996-04-27,14.5,25,19.75
1996-04-28,25.7,,
1996-05-01,17.5,26.3,21.9
1996-05-05,26.5,,
1996-05-07,18.8,28.4,23.6
1996-05-12,23.5,,
1996-05-14,26.1,,
1996-05-15,26.2,,
1996-05-16,17.8,26.1,21.95
1996-05-21,16.9,28.2,22.55
1996-05-23,27.8,,
1996-05-25,21.2,29.5,25.35
1996-05-27,19,27.7,23.35
1996-06-03,18.3,25.8,22.05
1996-06-06,23.6,,
1996-06-10,27.4,,
1996-06-12,27.6,,
1996-06-23,28.2,,
1996-06-29,20.6,28.2,24.4
1996-06-30,20.3,26.4,23.35
1996-07-01,26.8,,
1996-07-02,25.1,,
1996-07-03,21.3,,
1996-07-04,26.3,,
1996-07-09,26,,
1996-07-11,20.6,24,22.3
1996-07-15,19.3,,
1996-07-24,29.5,,
1996-07-25,21.2,30.1,25.65
1996-07-29,20.3,27.2,23.75
1996-08-02,28.6,,
1996-08-08,20.6,27.8,24.2
1996-08-09,21.5,27.5,24.5
1996-08-10,20.7,27.6,24.15
1996-08-24,28.2,,
1996-08-25,28.4,,
1996-08-27,28.4,,
1996-08-28,20.2,27.2,23.7
1996-08-31,20,23.3,21.65
1996-09-03,25.4,,
1996-09-05,27.1,,
1996-09-09,19.3,26.9,23.1
1996-09-10,27,,
1996-09-11,27.1,,
1996-09-12,27.2,,
1996-09-13,20.5,29,24.75
1996-09-18,18.9,27.3,23.1
1996-09-27,19.7,28,23.85
1996-09-29,26.3,,
1996-10-08,17.2,24.2,20.7
1996-10-16,24.4,,
1996-10-17,14.1,24.7,19.4
1996-10-24,25.5,,
1996-11-01,15.5,24.4,19.95
1996-11-08,12.7,24.6,18.65
1996-12-02,8.6,21.8,15.2
1997-02-12,8.2,14.9,11.55
1997-02-23,18.3,,
1997-03-19,22.2,,
1997-03-20,13.8,24.2,19
1997-03-25,23.3,,
1997-03-26,23.1,,
1997-03-27,12.2,,
1997-03-30,18,,
1997-09-16,27.1,,
1998-03-22,22,,
1998-05-29,26.7,,
1998-06-01,22.2,28,25.1
1998-06-03,28.7,,
1998-06-04,27.5,,
1998-06-08,29.6,,
1998-06-10,21.7,29,25.35
1998-06-12,22.5,28.7,25.6
1998-06-17,28,,
1998-06-18,21.8,26.8,24.3
1998-06-19,28.5,,
1998-06-20,20.7,27.2,23.95
1998-06-21,27.4,,
1998-06-25,21.5,28.5,25
1998-06-30,27.3,,
1998-07-07,21.8,23.5,22.65
1998-07-08,28,,
1998-07-09,27.8,,
1998-07-14,26.6,,
1998-07-15,20.8,26.1,23.45
1998-07-18,21.3,,
1998-07-19,25.8,,
1998-07-20,24.2,,
1998-07-21,25.2,,
1998-07-22,21.6,24.1,22.85
1998-07-23,21,22.8,21.9
1998-07-24,26.4,,
1998-07-28,20.6,28.6,24.6
1998-07-29,21.3,29.3,25.3
1998-07-30,21.1,27.6,24.35
1998-07-31,27.7,,
1998-08-02,25.8,,
1998-08-07,29.5,,
1998-08-09,26.5,,
1998-08-11,27.7,,
1998-08-12,26.6,,
1998-08-13,29.2,,
1998-08-17,20.9,23.8,22.35
1998-08-19,20.3,26.6,23.45
1998-08-21,25.8,,
1998-08-22,20.9,28.1,24.5
1998-08-24,27,,
1998-08-27,27,,
1998-08-28,20.6,26.8,23.7
1998-08-29,21.2,26.8,24
1998-08-30,26,,
1998-09-01,27.4,,
1998-09-02,22.7,,
1998-09-07,29.4,,
1998-09-08,28.4,,
1998-09-14,18.8,27.7,23.25
1998-09-15,27,,
1998-09-17,21,28,24.5
1998-09-23,26.9,,
1998-09-24,19.3,27.2,23.25
1998-09-29,19,27.5,23.25
1998-10-02,25.8,,
1998-10-05,27.6,,
1998-10-06,17.5,27.5,22.5
1998-10-08,18.9,,
1998-10-09,19.4,27.6,23.5
1998-10-10,20,27.2,23.6
1998-10-11,18.4,,
1998-10-12,19.5,26.8,23.15
1998-10-25,15.3,26.2,20.75
1998-10-28,15,25.1,20.05
1998-11-08,23.2,,
1998-11-10,20.6,,
1998-11-13,11.5,24.2,17.85
1998-11-16,23.8,,
1998-11-17,20.3,,
1998-11-19,24.4,,
1998-11-20,14.8,,
1998-11-26,12.2,22.9,17.55
1998-12-03,10.6,22.6,16.6
1998-12-04,11,21.7,16.35
1998-12-05,10.4,21.4,15.9
1998-12-16,7.8,,
1998-12-22,6.8,19.4,13.1
1998-12-23,20.3,,
1999-01-09,18.5,,
1999-01-20,20.4,,
1999-02-06,10,21.8,15.9
1999-02-08,23.5,,
1999-02-09,24.3,,
1999-02-10,13.3,24.2,18.75
1999-02-14,12.1,24.2,18.15
1999-02-15,12.8,23.7,18.25
1999-02-16,24.5,,
1999-02-17,12.2,23.8,18
1999-02-19,12.2,22.4,17.3
1999-02-26,25.1,,
1999-02-28,23.8,,
1999-03-01,23.8,,
1999-03-02,10.1,23.4,16.75
1999-03-10,28.6,,
1999-03-11,27.1,,
1999-03-13,26.7,,
1999-03-16,23.5,,
1999-03-17,12.7,23.7,18.2
1999-03-27,11.4,23.3,17.35
1999-04-05,17.6,29.3,23.45
1999-04-23,28.4,,
1999-05-07,18.8,27.4,23.1
1999-05-08,28,,
1999-05-11,16.3,25.4,20.85
1999-05-18,19,26.2,22.6
1999-05-22,19.7,25.4,22.55
1999-05-25,20,25.6,22.8
1999-05-26,20.9,,
1999-05-30,20,26,23
1999-05-31,20.2,,
1999-06-03,17.8,27.9,22.85
1999-06-04,18.8,27.2,23
1999-06-06,20,28.7,24.35
1999-06-08,29.7,,
1999-06-11,25.8,,
1999-06-15,20.2,28,24.1
1999-06-16,27.7,,
1999-06-18,21.4,27.5,24.45
1999-06-19,27.7,,
1999-06-30,26.7,,
1999-07-02,19.5,21.7,20.6
1999-07-08,21.4,26.8,24.1
1999-07-09,24.3,,
1999-07-10,20.5,,
1999-07-11,20.7,25.8,23.25
1999-07-12,19.8,26.5,23.15
1999-07-14,20,28,24
1999-07-15,22.1,27.7,24.9
1999-07-16,20.9,,
1999-07-19,20.4,27.3,23.85
1999-07-20,20.3,28.2,24.25
1999-07-21,19.4,,
1999-07-23,20.3,26.2,23.25
1999-07-24,20.4,27.9,24.15
1999-07-25,20.9,28,24.45
1999-07-26,21.4,29,25.2
1999-07-27,21.8,28.4,25.1
1999-07-28,21.4,,
1999-07-30,20.5,28.8,24.65
1999-08-01,20.6,28.9,24.75
1999-08-02,20.6,28.4,24.5
1999-08-03,19.1,28.2,23.65
1999-08-05,20.9,28,24.45
1999-08-06,20.8,29.1,24.95
1999-08-08,21,29.3,25.15
1999-08-10,20.5,27,23.75
1999-08-11,19.7,27.1,23.4
1999-08-12,20.3,26.3,23.3
1999-08-13,20.2,24.8,22.5
1999-08-15,28,,
1999-08-16,26.9,,
1999-08-18,20.4,25.4,22.9
1999-08-19,20.2,27.2,23.7
1999-08-20,20.1,26.7,23.4
1999-08-21,20.4,27.3,23.85
1999-08-22,20,27.2,23.6
1999-08-23,20.5,25.6,23.05
1999-08-24,20.4,,
1999-08-25,25.7,,
1999-08-27,18.7,24.8,21.75
1999-08-28,19.6,26.6,23.1
1999-08-30,20.3,27.4,23.85
1999-08-31,19.8,27.3,23.55
1999-09-03,20.3,,
1999-09-04,19.7,28.9,24.3
1999-09-06,19.8,25.5,22.65
1999-09-07,20,26.4,23.2
1999-09-08,19.4,,
1999-09-10,19.7,27.3,23.5
1999-09-11,19.7,27.5,23.6
1999-09-12,19.2,28,23.6
1999-09-14,16.8,28.2,22.5
1999-09-15,18.7,27.7,23.2
1999-09-16,27.2,,
1999-09-17,20,27.6,23.8
1999-09-19,20.2,27.7,23.95
1999-09-20,26.8,,
1999-09-21,18.7,27.7,23.2
1999-09-22,18.7,27.5,23.1
1999-09-23,18.7,27.6,23.15
1999-09-24,19.5,27.2,23.35
1999-09-26,16.7,24,20.35
1999-09-27,17.9,27.7,22.8
1999-09-28,19.2,27.7,23.45
1999-09-29,19.7,27.2,23.45
1999-10-03,18.3,27.4,22.85
1999-10-05,17.7,26.3,22
1999-10-08,18.1,26.9,22.5
1999-10-09,14.8,25.8,20.3
1999-10-15,15.9,,
1999-10-18,16.4,21.4,18.9
1999-10-19,17.6,,
1999-10-20,15.7,25.4,20.55
1999-10-21,14.7,25,19.85
1999-10-28,14.6,28.3,21.45
1999-10-30,25.2,,
1999-10-31,15.7,25.2,20.45
1999-11-03,15.3,25.3,20.3
1999-11-04,15.4,23.5,19.45
1999-11-05,14,23.5,18.75
1999-11-06,13.8,24.7,19.25
1999-11-11,11.4,23.3,17.35
1999-11-14,11.3,23.2,17.25
1999-11-15,11.8,22.4,17.1
1999-11-16,11.6,22.4,17
1999-11-17,11.7,21.8,16.75
1999-11-18,12,,
1999-11-19,10,20.4,15.2
1999-11-27,10.7,20.5,15.6
1999-11-28,10.4,,
1999-11-29,22,,
1999-12-01,11,22,16.5
1999-12-03,10.7,22.7,16.7
1999-12-04,9.8,21.6,15.7
1999-12-06,8.5,21.6,15.05
1999-12-08,21.8,,
1999-12-09,9.3,21.8,15.55
1999-12-10,8,21.9,14.95
1999-12-11,10.2,21.3,15.75
1999-12-12,9.3,21.5,15.4
1999-12-14,20.4,,
1999-12-15,20,,
1999-12-16,7.8,20,13.9
1999-12-17,8.5,21.6,15.05
1999-12-20,7.4,,
1999-12-22,7.7,,
1999-12-27,7,,
1999-12-28,7.3,18.7,13
1999-12-29,6.7,,
1999-12-30,8.3,17.4,12.85
1999-12-31,6.3,20.6,13.45
2000-01-18,6,,
2000-01-19,19.2,,
2000-01-20,7.6,17.9,12.75
2000-01-21,7,16.4,11.7
2000-01-22,6.8,16.5,11.65
2000-01-24,7.4,17.7,12.55
2000-01-27,6.6,18.8,12.7
2000-01-31,8,,
2000-02-01,6.5,16.9,11.7
2000-03-15,20.5,,
2000-03-16,10.4,20.9,15.65
2000-10-04,18.3,27.4,22.85
2000-10-10,16.8,,
2000-10-20,15.5,26.4,20.95
2000-10-23,15.3,25.9,20.6
2000-10-24,15.9,25.6,20.75
2000-10-25,15.8,25.2,20.5
2000-10-28,14.5,23.8,19.15
2000-10-31,12.4,25.4,18.9
2000-11-02,13.8,,
2000-11-03,12.3,25.2,18.75
2000-11-04,12.4,25.7,19.05
2000-11-05,13.3,24.2,18.75
2000-11-12,14.3,22.2,18.25
2000-11-14,12.8,22,17.4
2000-11-15,13.3,22.2,17.75
2000-11-18,11,23.4,17.2
2000-11-19,13.8,23.4,18.6
2000-11-20,13.3,21.8,17.55
2000-11-22,21.9,,
2000-11-23,10.6,21.8,16.2
2000-11-24,11.5,21.7,16.6
2000-11-26,23,,
2000-11-28,10.4,23.5,16.95
2000-11-30,8.3,20.8,14.55
2000-12-01,7.7,20,13.85
2000-12-05,6.2,20.6,13.4
2000-12-07,6.6,20.5,13.55
2000-12-09,6.8,19.8,13.3
2000-12-10,7.3,,
2000-12-11,7.3,,
2000-12-17,7.5,21.2,14.35
2000-12-19,19.5,,
2000-12-20,7.7,19.9,13.8
2000-12-21,7.8,20.7,14.25
2000-12-25,9.3,20.4,14.85
2000-12-26,20.3,,
2000-12-29,7.7,19.1,13.4
2001-01-01,9.7,19.3,14.5
2001-01-02,9.4,21.5,15.45
2001-01-04,7,18.7,12.85
2001-01-05,16.7,,
2001-01-09,16.5,,
2001-01-10,5,,
2001-01-11,5.3,,
2001-01-16,6.4,20.1,13.25
2001-01-23,8.7,17.8,13.25
2001-01-24,18,,
2001-01-25,6.2,15.7,10.95
2001-01-28,6.2,18.3,12.25
2001-01-29,7.6,19.8,13.7
2001-01-30,20.5,,
2001-02-02,9.2,19.8,14.5
2001-02-06,6.7,18.7,12.7
2001-02-08,7.5,20.4,13.95
2001-02-12,9.2,,
2001-02-13,9,20.2,14.6
2001-02-14,9.4,22.6,16
2001-02-15,9.6,24.4,17
2001-02-16,13,,
2001-02-17,10.4,24.3,17.35
2001-02-18,11,23.8,17.4
2001-02-19,9.8,23.6,16.7
2001-02-20,10.8,,
2001-02-21,8.8,21.4,15.1
2001-03-05,21,,
2001-03-06,9,,
2001-03-11,10,,
2001-03-13,24.2,,
2001-03-15,12,25.5,18.75
2001-03-17,24.8,,
2001-03-18,11.3,24.7,18
2001-03-19,12.8,25.4,19.1
2001-03-22,16,27.5,21.75
2001-03-23,16,,
2001-03-27,15.4,25,20.2
2001-03-29,15,,
2001-03-31,12.9,26.5,19.7
2001-04-03,12.7,26.2,19.45
2001-04-04,13.8,26.8,20.3
2001-04-06,16,29.5,22.75
2001-04-07,29.8,,
2001-04-11,17,28.5,22.75
2001-04-12,15.2,29.1,22.15
2001-04-13,15.5,28,21.75
2001-04-15,13.7,24.5,19.1
2001-04-16,14.6,25.5,20.05
2001-04-18,12.6,21.7,17.15
2001-04-20,15.4,25.6,20.5
2001-04-21,14.3,25.5,19.9
2001-04-22,15,26.3,20.65
2001-04-24,17.2,28.7,22.95
2001-04-26,27.5,,
2001-04-28,14.7,28,21.35
2001-04-30,16.8,27,21.9
2001-05-04,16.6,27,21.8
2001-08-29,26.9,,
2001-09-10,24.7,,
2001-09-12,27.5,,
2001-09-25,28.2,,
2001-09-27,28.1,,
2002-11-16,11.8,23.8,17.8
2003-01-06,19.4,,
2003-03-24,14.8,26.4,20.6
2003-05-12,16.4,27.5,21.95
2003-06-18,20.5,29.5,25
2003-06-19,28.4,,
2003-07-16,20,28.7,24.35
2003-07-25,19.9,30.8,25.35
2003-07-28,29.4,,
2003-08-21,28.6,,
2003-08-26,20.1,30.3,25.2
2003-09-03,20.5,29.4,24.95
2003-09-15,20.6,25.3,22.95
2003-09-20,20,27.6,23.8
2004-10-03,17.6,26.6,22.1
2005-02-18,10.2,23.8,17
2005-02-22,14.5,22.1,18.3
2005-03-07,13.4,25.8,19.6
2005-03-22,14,27.5,20.75
2005-06-24,20.5,27.2,23.85
2005-12-13,7.3,20.4,13.85
2007-07-17,28.5,,
2008-07-19,30.2,,
2012-08-19,22,30.8,26.4
2012-08-27,31.1,,
2012-09-12,30.4,,
2012-09-23,19.5,,
2012-09-25,18.5,28.2,23.35
2012-10-02,28.5,,
2012-10-22,14.2,,
2012-11-23,10,24.2,17.1
2013-01-18,7.5,24.2,15.85
2013-01-23,6.2,20.8,13.5
2013-01-26,5,21.9,13.45
2013-12-06,9.5,22.4,15.95
2013-12-07,10,22.4,16.2
2013-12-08,21.4,,
2013-12-09,9.8,22,15.9
2013-12-10,10,21,15.5
2013-12-11,10,20.8,15.4
2013-12-12,9,20,14.5
2013-12-14,8,18,13
2013-12-15,8,,
2013-12-16,7.5,21,14.25
2013-12-17,6.5,19,12.75
2013-12-19,9.5,16.2,12.85
2013-12-21,6.8,18.4,12.6
2013-12-22,6.5,18.4,12.45
2013-12-23,6.2,17,11.6
2013-12-25,19.2,,
2013-12-28,7,18.6,12.8
2013-12-29,7.5,18.2,12.85
2014-01-01,20.2,,
2014-01-02,7.2,19,13.1
2014-01-03,6.8,19.6,13.2
2014-01-04,8,19.2,13.6
2014-01-05,7.5,17.9,12.7
2014-01-07,5,,
2014-01-08,5.7,17,11.35
2014-01-09,5.7,18.6,12.15
2014-01-10,6.2,18.7,12.45
2014-01-11,7.8,18.7,13.25
2014-01-12,5.4,19.4,12.4
2014-01-13,6.5,19.6,13.05
2014-01-14,7.6,19.6,13.6
2014-01-15,8.2,,
2014-01-16,8,20.5,14.25
2014-01-17,8.2,21.6,14.9
2014-01-18,9,16.4,12.7
2014-01-19,7.8,22,14.9
2014-01-20,8,21.4,14.7
2014-01-21,8,21.6,14.8
2014-01-22,9.2,20.4,14.8
2014-01-24,1,20.8,10.9
2014-01-25,9,20.3,14.65
2014-01-26,8.5,21.5,15
2014-01-27,8.8,21.6,15.2
2014-01-28,0,,
2014-01-29,10,22.5,16.25
2014-01-31,9,22.4,15.7
2014-02-01,22.6,,
2014-02-02,8.5,22.2,15.35
2014-02-03,9,22.8,15.9
2014-02-05,7.5,20.8,14.15
2014-02-06,8.2,20.6,14.4
2014-02-07,9.5,,
2014-02-09,21.3,,
2014-02-10,8,20.9,14.45
2014-02-11,20,,
2014-02-12,6.4,19.4,12.9
2014-02-13,6.2,,
2014-02-15,7.5,20,13.75
2014-02-17,7,18,12.5
2014-02-18,19,,
2014-02-19,7.2,21.4,14.3
2014-02-21,8.5,21.2,14.85
2014-02-22,8,19.5,13.75
2014-02-24,9,23.5,16.25
2014-02-25,10.5,22.5,16.5
2014-02-26,11,21,16
2014-02-27,10.8,20.5,15.65
2014-02-28,11.8,22.6,17.2
2014-03-01,12,,
2014-03-02,10.2,22.4,16.3
2014-03-03,10,23,16.5
2014-03-04,10.2,,
2014-03-07,10.2,23.6,16.9
2014-03-08,10,23.2,16.6
2014-03-22,10.8,23.4,17.1
2014-03-25,14.8,22.9,18.85
2014-03-26,13.6,24.1,18.85
2014-03-31,15,28.5,21.75
2014-04-02,14,26.8,20.4
2014-04-03,14.5,27.1,20.8
2014-04-04,12.5,,
2014-04-05,16,22.8,19.4
2014-04-06,15.2,26,20.6
2014-04-07,17,,
2014-04-08,16,27.4,21.7
2014-04-09,16,28.4,22.2
2014-04-10,15,27.8,21.4
2014-04-11,28,,
2014-04-12,15,28.4,21.7
2014-04-13,14.2,28.6,21.4
2014-04-15,14.5,28.2,21.35
2014-04-16,16.8,29.7,23.25
2014-04-17,29.3,,
2014-04-18,29.1,,
2014-04-19,29.2,,
2014-04-20,17.6,29.8,23.7
2014-04-21,30.3,,
2014-04-22,17.6,29.8,23.7
2014-04-23,17.4,30.2,23.8
2014-04-27,20,,
2014-04-28,14,27.5,20.75
2014-04-29,17.6,28.9,23.25
2014-04-30,17.8,28.9,23.35
2014-05-01,29,,
2014-05-03,17,26.6,21.8
2014-05-04,16.5,27,21.75
2014-05-05,17.5,27,22.25
2014-05-06,17.8,27.2,22.5
2014-05-07,17.5,,
2014-05-09,20,28,24
2014-05-10,20.2,29.8,25
2014-05-11,20.4,29.1,24.75
2014-05-13,19.8,29.2,24.5
2014-05-14,19,29.2,24.1
2014-05-15,19.6,30.3,24.95
2014-05-16,19.4,29.4,24.4
2014-05-17,19,,
2014-05-18,29.8,,
2014-05-19,21.2,28.8,25
