Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.06.2019 17:30,32.4,,749.1,,73,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.2,,,,,,4.0,26.9,,,,,,
11.06.2019 08:30,27.8,746.8,751.1,,78,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.4,,,,"2500 or more, or no clouds.",,,4.0,23.7,,,,,,
10.06.2019 17:30,34.0,743.2,747.3,,70,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.4,,,,,,4.0,27.7,,,,,,
10.06.2019 08:30,31.0,744.9,749.1,,86,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,4.0,28.3,13,24,,,,
08.06.2019 08:30,31.4,749.5,753.7,,80,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.4,,,,"2500 or more, or no clouds.",,,4.0,27.6,,,,,,
07.06.2019 17:30,34.0,745.6,749.8,,67,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,,,,4.0,27.1,,,,,,
07.06.2019 08:30,32.2,748.6,752.8,,75,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.4,,,,,,,4.0,27.2,,,,,,
06.06.2019 17:30,33.6,744.7,748.9,,66,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.0,,,,,,4.0,26.4,,,,,,
05.06.2019 17:30,34.4,745.6,749.8,,65,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,,,,4.0,27.0,,,,,,
05.06.2019 08:30,30.2,750.4,754.6,,80,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.6,,,,,,,4.0,26.3,,,,,,
04.06.2019 08:30,31.0,,753.8,,72,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.6,,,,,,,4.0,25.4,,,,,,
03.06.2019 17:30,32.4,,751.3,,74,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.4,,,,,,4.0,27.2,,,,,,
03.06.2019 08:30,28.0,,754.9,,78,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,24.4,,,,"2500 or more, or no clouds.",,,4.0,23.7,Trace of precipitation,24,,,,
02.06.2019 17:30,32.6,,750.7,,72,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.6,,,,,,4.0,26.8,,,,,,
01.06.2019 08:30,29.6,,753.0,,75,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.8,,,,,,,4.0,24.8,,,,,,
31.05.2019 17:30,31.6,745.7,749.9,,78,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.6,,,,,,4.0,27.2,,,,,,
31.05.2019 08:30,29.4,,753.9,,78,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,,,,,,4.0,25.1,5,24,,,,
30.05.2019 17:30,33.6,,748.8,,66,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,37.0,,,,,,4.0,26.4,,,,,,
30.05.2019 08:30,30.6,,752.1,,72,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.2,,,,,,,4.0,24.9,,,,,,
29.05.2019 17:30,35.8,,749.7,,58,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.8,,,,,,4.0,26.4,,,,,,
29.05.2019 08:30,31.6,,752.0,,75,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.8,,,,,,,4.0,26.6,,,,,,
28.05.2019 17:30,36.0,,756.4,,59,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.0,,,,,,4.0,26.9,,,,,,
28.05.2019 08:30,31.0,748.7,752.9,,75,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,27.6,,,,,,,4.0,26.0,,,,,,
27.05.2019 17:30,36.0,746.3,750.4,,55,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.2,,,,,,4.0,25.7,,,,,,
27.05.2019 08:30,32.0,747.8,752.0,,75,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.6,,,,,,,4.0,27.0,,,,,,
26.05.2019 17:30,34.4,746.8,751.0,,64,Wind blowing from the south,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.0,,,,,,4.0,26.7,,,,,,
26.05.2019 08:30,26.2,749.0,753.3,,86,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,24.6,,,,"2500 or more, or no clouds.",,,4.0,23.6,,,,,,
25.05.2019 08:30,26.8,751.1,755.4,,86,Wind blowing from the south,2,,,50%., ,,,25.2,,,,"2500 or more, or no clouds.",,,4.0,24.2,,,,,,
24.05.2019 17:30,33.4,747.0,751.2,,71,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.2,,,,,,4.0,27.4,,,,,,
23.05.2019 17:30,34.4,746.8,751.0,,64,,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.6,,,,,,4.0,26.7,,,,,,
23.05.2019 08:30,29.0,750.3,754.6,,82,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,,,,4.0,25.6,,,,,,
22.05.2019 17:30,36.2,748.7,752.8,,62,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.0,,,,,,4.0,27.8,,,,,,
22.05.2019 08:30,31.0,750.4,754.6,,78,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,27.2,,,,"2500 or more, or no clouds.",,,4.0,26.8,,,,,,
20.05.2019 17:30,36.8,,752.5,,54,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.0,,,,,,4.0,26.0,,,,,,
20.05.2019 08:30,31.2,,755.7,,77,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.6,,,,,,,4.0,26.8,,,,,,
19.05.2019 17:30,38.2,,751.6,,51,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.6,,,,,,4.0,26.4,,,,,,
19.05.2019 08:30,31.0,,752.9,,75,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.2,,,,,,,4.0,26.0,,,,,,
18.05.2019 17:30,38.0,,750.4,,52,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.0,,,,,,4.0,26.5,,,,,,
18.05.2019 08:30,28.6,,757.0,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.0,,,,,,,4.0,24.9,,,,,,
17.05.2019 17:30,36.0,,750.4,,54,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.0,,,,,,4.0,25.4,,,,,,
17.05.2019 08:30,30.6,,754.6,,67,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.2,,,,,,,4.0,23.7,,,,,,
16.05.2019 17:30,35.2,,752.8,,58,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.0,,,,,,4.0,25.7,,,,,,
16.05.2019 08:30,30.2,,755.1,,65,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.0,,,,"2500 or more, or no clouds.",,,4.0,22.9,,,,,,
15.05.2019 17:30,31.2,,751.9,,58,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,,,,4.0,22.1,,,,,,
15.05.2019 08:30,31.2,,755.1,,71,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.2,,,,"2500 or more, or no clouds.",,,4.0,25.3,,,,,,
14.05.2019 08:30,30.2,750.4,754.6,,68,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.0,,,,"2500 or more, or no clouds.",,,4.0,23.6,,,,,,
13.05.2019 17:30,34.4,747.5,751.7,,64,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.8,,,,,,4.0,26.7,,,,,,
13.05.2019 08:30,29.0,750.8,755.1,,68,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.4,,,,"2500 or more, or no clouds.",,,4.0,22.5,,,,,,
12.05.2019 08:30,29.4,749.5,753.7,,78,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.4,,,,,,,4.0,25.1,,,,,,
10.05.2019 17:30,34.6,747.5,751.7,,61,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.8,,,,,,4.0,26.0,,,,,,
09.05.2019 08:30,30.6,748.0,752.2,,63,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.0,,,,,,,4.0,22.7,,,,,,
08.05.2019 17:30,35.8,744.8,748.9,,53,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.2,,,,,,4.0,24.8,,,,,,
07.05.2019 17:30,35.2,,748.9,,53,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.4,,,,,,4.0,24.1,,,,,,
07.05.2019 08:30,28.4,,752.2,,72,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.2,,,,,,,4.0,22.8,,,,,,
06.05.2019 17:30,35.6,,749.1,,56,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,40.2,,,,,,4.0,25.6,,,,,,
06.05.2019 08:30,30.6,,753.9,,51,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,4.0,19.3,,,,,,
05.05.2019 17:30,35.6,,751.0,,60,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.8,,,,,,4.0,26.8,,,,,,
05.05.2019 08:30,28.4,,754.7,,85,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.4,,,,,,,4.0,25.6,,,,,,
04.05.2019 08:30,26.8,,755.3,,83,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,25.0,,,,"2500 or more, or no clouds.",,,4.0,23.6,Trace of precipitation,24,,,,
03.05.2019 17:30,28.6,,752.2,,74,Wind blowing from the north,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,23.4,,,,,,
03.05.2019 08:30,29.0,,755.2,,80,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,26.2,,,,"2500 or more, or no clouds.",,,4.0,25.3,,,,,,
02.05.2019 08:30,30.6,,753.9,,74,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.0,,,,,,,4.0,25.5,,,,,,
01.05.2019 08:30,27.8,,753.1,,86,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.6,,,,,,,4.0,25.2,,,,,,
30.04.2019 17:30,34.6,,749.9,,68,,,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,36.2,,,"2500 or more, or no clouds.",,,4.0,27.8,,,,,,
30.04.2019 08:30,30.0,,,,75,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.2,,,,,,,4.0,25.2,,,,,,
28.04.2019 17:30,35.4,,751.0,,65,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,38.6,,,,,,4.0,27.8,,,,,,
28.04.2019 08:30,28.4,,754.0,,85,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,26.4,,,,,,,4.0,25.6,,,,,,
27.04.2019 08:30,28.4,,754.8,,79,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,,,,4.0,24.4,,,,,,
26.04.2019 17:30,34.6,,751.1,,49,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,37.6,,,,,,4.0,22.4,,,,,,
25.04.2019 17:30,34.2,,752.0,,47,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,37.0,,,"2500 or more, or no clouds.",,,4.0,21.2,,,,,,
24.04.2019 08:30,25.4,,755.2,,76,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,,,,,,,4.0,20.8,,,,,,
23.04.2019 17:30,32.4,,753.7,,60,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.4,,,,,,4.0,23.8,,,,,,
23.04.2019 08:30,25.0,,757.3,,77,Wind blowing from the north,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,22.8,,,,"2500 or more, or no clouds.",,,4.0,20.7,,,,,,
22.04.2019 08:30,26.0,,755.9,,81,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,4.0,22.4,,,,,,
21.04.2019 08:30,25.6,,756.4,,66,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,,,,4.0,18.7,,,,,,
20.04.2019 08:30,26.0,,755.9,,65,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,,,,4.0,18.8,,,,,,
18.04.2019 08:30,26.4,,760.0,,72,Wind blowing from the north,2,,,no clouds,Shower(s) of rain. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,,,,4.0,21.0,Trace of precipitation,24,,,,
15.04.2019 08:30,28.0,,756.2,,78,Wind blowing from the east,2,,,no clouds, ,,,24.6,,,,,,,4.0,23.7,,,,,,
14.04.2019 08:30,31.2,,756.1,,72,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,,,,,,4.0,25.6,,,,,,
13.04.2019 08:30,30.4,,757.2,,76,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.8,,,,,,,4.0,25.6,,,,,,
12.04.2019 08:30,26.6,,757.6,,72,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,,,,,,,4.0,21.2,,,,,,
11.04.2019 08:30,25.4,,757.6,,74,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,,,,4.0,20.5,,,,,,
10.04.2019 08:30,25.0,,759.0,,76,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,,,,2.0,20.4,34,24,,,,
04.04.2019 08:30,25.4,,760.0,,82,Wind blowing from the north,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,21.0,,,,"2500 or more, or no clouds.",,,2.0,22.1,,,,,,
02.04.2019 08:30,24.0,,758.2,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,20.3,,,,,,
01.04.2019 08:30,23.8,,759.2,,86,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,2.0,21.4,Trace of precipitation,24,,,,
31.03.2019 08:30,22.6,,759.2,,79,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,18.8,,,,,,
29.03.2019 17:30,32.4,,754.9,,45,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,35.4,,,,,,4.0,19.0,,,,,,
29.03.2019 08:30,31.2,,755.3,,49,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,19.3,,,,,,
26.03.2019 08:30,21.6,,762.2,,89,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,19.7,2,24,,,,
25.03.2019 08:30,24.2,,759.0,,68,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.8,,,,,,
24.03.2019 08:30,23.8,,759.2,,60,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,15.5,,,,,,
23.03.2019 08:30,23.8,,759.2,,60,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,15.5,,,,,,
22.03.2019 08:30,21.6,,758.5,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,18.1,,,,,,
21.03.2019 08:30,21.0,,759.3,,79,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.1,,,,,,
20.03.2019 08:30,21.4,,758.4,,75,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,16.8,,,,,,
17.03.2019 08:30,24.0,,761.4,,75,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,19.3,,,,,,
16.03.2019 08:30,24.4,,760.4,,65,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,17.3,,,,,,
14.03.2019 08:30,24.0,,761.4,,63,Wind blowing from the north,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,2.0,16.5,,,,,,
13.03.2019 08:30,20.2,,759.6,,85,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.6,,,,,,
11.03.2019 08:30,21.0,,757.1,,82,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.8,,,,,,
08.03.2019 08:30,18.4,,760.3,,86,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,16.0,,,,,,
07.03.2019 08:30,20.2,,756.3,,85,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.6,,,,,,
