Local time in Dhankuta,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
08.06.2017 14:45,22.2,657.6,-1.6,90,Wind blowing from the south-southwest,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,5,20.5,,
08.06.2017 11:45,20.6,659.2,1.1,99,"Calm, no wind",0,100%.,,,100%.,Less than  50,2,20.4,,
08.06.2017 08:45,20.6,658.1,0.9,99,"Calm, no wind",0,"90  or more, but not 100%",20.2,,"90  or more, but not 100%",600-1000,5,20.4,3,24
08.06.2017 05:45,20.4,657.2,,95,"Calm, no wind",0,20–30%.,,,20–30%.,600-1000,7,19.6,,
07.06.2017 17:45,23.6,657.1,-0.7,92,Wind blowing from the west,1,50%.,,29.6,20–30%.,300-600,5,22.2,No precipitation,9
07.06.2017 14:45,27.8,657.8,-1.4,75,Wind blowing from the south-southwest,1,50%.,,,50%.,300-600,5,23,,
07.06.2017 11:45,28.2,659.2,0.1,74,Wind blowing from the west-southwest,1,50%.,,,50%.,200-300,5,23.1,,
07.06.2017 08:45,25.8,659.1,0.2,82,"Calm, no wind",0,"90  or more, but not 100%",20.9,,"10%  or less, but not 0",50-100,7,22.5,No precipitation,24
07.06.2017 05:45,20.8,658.9,,93,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",Less than  50,5,19.6,,
06.06.2017 14:45,27.8,659.2,-0.1,77,Wind blowing from the west,1,50%.,,,50%.,300-600,4,23.5,,
06.06.2017 11:45,27,659.3,-0.8,79,Wind blowing from the west,1,50%.,,,40%.,300-600,5,23,,
06.06.2017 08:45,25.8,660.1,1.8,80,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,21,,60%.,,1,22.1,Trace of precipitation,24
06.06.2017 05:45,21.4,658.3,,95,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,50-100,8,20.6,,
05.06.2017 17:45,26,654.9,-1.9,78,Wind blowing from the west,1,70 – 80%.,,30.6,20–30%.,100-200,5,21.9,No precipitation,9
05.06.2017 14:45,26.8,656.8,-0.6,79,"Calm, no wind",0,60%.,,,60%.,300-600,5,22.8,,
05.06.2017 11:45,27.8,657.4,-0.4,77,Wind blowing from the south-southwest,1,60%.,,,60%.,300-600,4,23.3,,
05.06.2017 08:45,24.8,657.8,1.1,88,Wind blowing from the south-east,1,100%.,21.3,,100%.,,1,22.6,No precipitation,24
05.06.2017 05:45,22.4,656.7,,97,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,21.9,,
04.06.2017 17:45,25,654.3,-2.3,85,Wind blowing from the west,1,20–30%.,,31,20–30%.,100-200,4,22.3,No precipitation,9
04.06.2017 14:45,29,656.6,1,67,Wind blowing from the west,1,20–30%.,,,20–30%.,200-300,4,22.3,,
04.06.2017 11:45,29.4,655.6,-2.2,64,Wind blowing from the west-southwest,1,20–30%.,,,20–30%.,200-300,5,21.8,,
04.06.2017 08:45,20.2,657.8,0.8,,"Calm, no wind",0,40%.,20.2,,40%.,100-200,5,,1,24
04.06.2017 05:45,20.4,657,,99,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,2,20.2,,
03.06.2017 17:45,23.4,654.2,-0.9,86,Wind blowing from the west,1,50%.,,28,50%.,Less than  50,4,20.9,No precipitation,9
03.06.2017 14:45,25.6,655.1,-0.8,80,Wind blowing from the west,1,60%.,,,60%.,600-1000,4,21.8,,
03.06.2017 11:45,26.2,655.9,,77,Wind blowing from the south-southwest,1,60%.,,,60%.,600-1000,4,21.9,,
03.06.2017 05:45,19.8,656,,98,"Calm, no wind",0,60%.,,,60%.,200-300,3,19.4,,
02.06.2017 17:45,23.2,654.4,-0.7,90,Wind blowing from the west,1,50%.,,28,20–30%.,Less than  50,3,21.5,No precipitation,9
02.06.2017 14:45,25.4,655.1,-1.4,77,Wind blowing from the south-southwest,1,40%.,,,40%.,600-1000,3,21,,
02.06.2017 11:45,25.8,656.5,-0.3,80,Wind blowing from the south-southwest,1,60%.,,,60%.,600-1000,2,22,,
02.06.2017 08:45,24,656.8,0.7,88,"Calm, no wind",0,70 – 80%.,19.3,,70 – 80%.,50-100,5,21.8,31,24
02.06.2017 05:45,19.2,656.1,,100,Wind blowing from the east-southeast,1,50%.,,,50%.,Less than  50,5,19.2,,
01.06.2017 14:45,27,655,-0.9,72,Wind blowing from the west,1,50%.,,,50%.,300-600,5,21.6,,
01.06.2017 11:45,26.6,655.9,-1.4,73,Wind blowing from the south-southeast,1,40%.,,,40%.,300-600,5,21.4,,
01.06.2017 08:45,22.8,657.3,,85,Wind blowing from the east-southeast,1,70 – 80%.,20,,60%.,Less than  50,4,20.2,4,24
31.05.2017 17:45,24.7,655.3,-0.4,73,Wind blowing from the north-east,1,20–30%.,,28,20–30%.,50-100,5,19.5,No precipitation,9
31.05.2017 14:45,25.8,655.7,-0.2,75,Wind blowing from the south,1,40%.,,,20–30%.,200-300,5,21.1,,
31.05.2017 11:45,26.6,655.9,-0.2,77,Wind blowing from the south-west,1,50%.,,,20–30%.,Less than  50,5,22.3,,
31.05.2017 08:45,23,656.1,0.4,81,Wind blowing from the west-southwest,1,"90  or more, but not 100%",18.9,,60%.,Less than  50,5,19.6,1,24
31.05.2017 05:45,20.2,655.7,,98,Wind blowing from the west-northwest,1,70 – 80%.,,,70 – 80%.,Less than  50,5,19.9,,
30.05.2017 17:45,21,653.1,-0.1,91,Wind blowing from the south,1,"90  or more, but not 100%",,25.5,"90  or more, but not 100%",Less than  50,4,19.4,Trace of precipitation,9
30.05.2017 14:45,22.2,653.2,-1.4,98,Wind blowing from the west,1,"90  or more, but not 100%",,,70 – 80%.,Less than  50,5,21.9,,
30.05.2017 11:45,23.2,654.6,-0.8,95,Wind blowing from the south,1,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,5,22.4,,
30.05.2017 08:45,22,655.4,0.6,95,Wind blowing from the west,1,70 – 80%.,20.4,,50%.,Less than  50,5,21.2,No precipitation,24
30.05.2017 05:45,20.8,654.8,,98,"Calm, no wind",0,60%.,,,60%.,600-1000,6,20.4,,
29.05.2017 17:45,26,655,-0.3,87,Wind blowing from the west,1,50%.,,30.7,20–30%.,300-600,5,23.6,No precipitation,9
29.05.2017 14:45,28,655.3,,84,Wind blowing from the west,1,40%.,,,40%.,300-600,5,25.1,,
29.05.2017 11:45,28.6,,,72,Wind blowing from the south-southwest,1,20–30%.,,,20–30%.,300-600,7,23,,
29.05.2017 08:45,25.6,657.9,1.4,91,"Calm, no wind",0,"10%  or less, but not 0",18,,"10%  or less, but not 0",200-300,8,24,No precipitation,24
29.05.2017 05:45,18.6,656.5,,99,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",8,18.4,,
28.05.2017 17:45,23,656.2,0.1,92,Wind blowing from the west,1,"90  or more, but not 100%",,29.6,20–30%.,100-200,5,21.6,No precipitation,9
28.05.2017 14:45,25.2,656.1,-1.6,93,Wind blowing from the south-southeast,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,6,23.9,,
28.05.2017 11:45,27.8,657.7,-1.1,86,Wind blowing from the south-southeast,1,40%.,,,40%.,300-600,6,25.2,,
28.05.2017 08:45,23.4,658.8,1.1,88,Wind blowing from the south-southwest,1,70 – 80%.,18.5,,20–30%.,100-200,7,21.2,No precipitation,24
28.05.2017 05:45,19,657.7,,98,"Calm, no wind",0,40%.,,,40%.,Less than  50,7,18.7,,
27.05.2017 17:45,22,656.2,-1.2,91,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,27.6,60%.,Less than  50,1,20.5,No precipitation,9
27.05.2017 14:45,22.8,657.4,-0.6,96,Wind blowing from the west,1,"90  or more, but not 100%",,,"90  or more, but not 100%",300-600,4,22.1,,
27.05.2017 11:45,26,658,-1.5,85,Wind blowing from the south-southeast,1,70 – 80%.,,,50%.,300-600,5,23.3,,
27.05.2017 08:45,20.6,659.5,,90,"Calm, no wind",0,"90  or more, but not 100%",19,,20–30%.,Less than  50,8,18.9,9,24
26.05.2017 17:45,23.2,655.7,-0.8,82,Wind blowing from the west,1,50%.,,26.8,"10%  or less, but not 0",100-200,6,19.9,8,9
26.05.2017 14:45,25.6,656.5,,74,"Calm, no wind",0,60%.,,,40%.,,,20.6,,
26.05.2017 11:45,19.4,658.4,,91,Wind blowing from the south-southeast,1,60%.,,,40%.,,,17.9,,
26.05.2017 08:45,19.6,658.3,,96,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,19.2,,,,,19,,
26.05.2017 05:45,19.4,656.9,,93,"Calm, no wind",0,50%.,,,50%.,,,18.2,,
25.05.2017 17:45,25,655.8,-0.7,87,Wind blowing from the west,1,50%.,,30,20–30%.,300-600,5,22.6,No precipitation,9
25.05.2017 14:45,27,656.5,-0.9,88,Wind blowing from the south-west,1,50%.,,,50%.,600-1000,5,24.9,,
25.05.2017 11:45,28.8,657.4,-1.6,56,Wind blowing from the west-southwest,1,60%.,,,60%.,600-1000,5,19.3,,
25.05.2017 08:45,25.2,659,,82,"Calm, no wind",0,20–30%.,19.4,,20–30%.,600-1000,5,21.9,,
24.05.2017 17:45,25.7,655.9,-1.1,80,Wind blowing from the west-southwest,1,20–30%.,,30.5,"10%  or less, but not 0",300-600,5,22,No precipitation,9
24.05.2017 14:45,28.8,657,-1.2,79,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,5,24.9,,
24.05.2017 11:45,28.4,658.2,-0.8,75,Wind blowing from the south-west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,7,23.6,,
24.05.2017 08:45,25,659,0.5,74,Wind blowing from the east,1,"10%  or less, but not 0",18.9,,"10%  or less, but not 0",300-600,8,20,No precipitation,24
24.05.2017 05:45,19,658.5,,96,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",8,18.4,,
23.05.2017 17:45,25,656.6,-0.5,82,Wind blowing from the west,1,no clouds,,29.4,,,2,21.7,No precipitation,9
23.05.2017 14:45,27.6,657.1,-1.7,72,Wind blowing from the west-southwest,1,40%.,,,40%.,600-1000,2,22.2,,
23.05.2017 11:45,26.8,658.8,-0.1,80,Wind blowing from the south,1,60%.,,,60%.,600-1000,2,23,,
23.05.2017 08:45,25.8,658.9,1.3,80,"Calm, no wind",0,60%.,21.7,,60%.,600-1000,2,22,1,24
23.05.2017 05:45,20.6,657.6,,97,"Calm, no wind",0,50%.,,,50%.,600-1000,2,20.1,,
22.05.2017 17:45,24.8,655.9,-0.7,80,Wind blowing from the west-southwest,1,70 – 80%.,,30,50%.,300-600,3,21.2,0.5,9
22.05.2017 14:45,26.4,656.6,-1.5,77,Wind blowing from the west-southwest,1,60%.,,,60%.,300-600,3,22.1,,
22.05.2017 11:45,28,658.1,0.1,64,Wind blowing from the south,1,20–30%.,,,20–30%.,300-600,4,20.6,,
22.05.2017 08:45,22,658,1.1,83,Wind blowing from the south,1,40%.,17.5,,"10%  or less, but not 0",300-600,8,18.9,2,24
22.05.2017 05:45,17.8,656.9,,91,"Calm, no wind",0,40%.,,,40%.,300-600,7,16.3,,
21.05.2017 17:45,23.8,656.2,0.6,86,Wind blowing from the west,2,"90  or more, but not 100%",,28.2,60%.,300-600,3,21.3,No precipitation,9
21.05.2017 14:45,27,655.6,-1.8,73,Wind blowing from the west,1,40%.,,,40%.,300-600,2,21.8,,
21.05.2017 11:45,26.2,657.4,-0.1,81,Wind blowing from the south-southwest,1,50%.,,,50%.,300-600,2,22.7,,
21.05.2017 08:45,25,657.5,1.8,77,Wind blowing from the south,1,60%.,19.5,,40%.,200-300,3,20.6,No precipitation,24
21.05.2017 05:45,18.8,655.7,,95,"Calm, no wind",0,40%.,,,40%.,300-600,3,17.9,,
20.05.2017 17:45,24,655.1,-0.5,82,"Calm, no wind",0,50%.,,29.3,40%.,300-600,4,20.7,No precipitation,9
20.05.2017 14:45,27,655.6,-2.2,70,Wind blowing from the west,1,50%.,,,50%.,300-600,4,21,,
20.05.2017 11:45,26.6,657.8,-0.5,75,Wind blowing from the west-southwest,1,60%.,,,60%.,600-1000,5,21.7,,
20.05.2017 08:45,24.2,658.3,1.2,83,"Calm, no wind",0,60%.,18.6,,60%.,200-300,3,21.2,0.2,24
20.05.2017 05:45,19,657.1,,98,Wind blowing from the west,1,50%.,,,50%.,Less than  50,6,18.7,,
19.05.2017 17:45,23.8,656.5,-0.6,72,Wind blowing from the west,1,40%.,,27.8,40%.,600-1000,5,18.5,No precipitation,9
19.05.2017 14:45,6.2,657.1,-1.1,,Wind blowing from the west-southwest,1,60%.,,,60%.,600-1000,5,,,
19.05.2017 11:45,25,658.2,-0.7,76,Wind blowing from the west,1,60%.,,,60%.,600-1000,5,20.4,,
19.05.2017 08:45,24,658.9,1.9,85,Wind blowing from the west,1,60%.,19.4,,60%.,200-300,2,21.3,18,24
19.05.2017 05:45,19.8,657,,99,"Calm, no wind",0,40%.,,,,200-300,2,19.7,,
18.05.2017 17:45,23,656.8,0.3,82,Wind blowing from the west,1,60%.,,28.2,60%.,600-1000,5,19.8,No precipitation,9
18.05.2017 14:45,26.6,656.5,-1.5,68,Wind blowing from the south-west,1,50%.,,,50%.,600-1000,5,20.2,,
18.05.2017 11:45,25.6,658,-0.3,74,Wind blowing from the south,1,60%.,,,60%.,600-1000,5,20.6,,
18.05.2017 08:45,23.4,658.3,0.9,83,"Calm, no wind",0,60%.,18.5,,60%.,Less than  50,5,20.3,No precipitation,24
18.05.2017 05:45,18.8,657.4,,96,"Calm, no wind",0,50%.,,,50%.,1000-1500,3,18.2,,
17.05.2017 17:45,22.8,655.3,-0.3,87,Wind blowing from the west,1,100%.,,27.4,50%.,Less than  50,4,20.5,No precipitation,9
17.05.2017 14:45,26.2,655.6,-1.8,69,Wind blowing from the south-southwest,1,60%.,,,60%.,300-600,6,20.1,,
17.05.2017 11:45,25.2,657.4,-0.3,71,Wind blowing from the west,1,70 – 80%.,,,70 – 80%.,600-1000,6,19.6,,
17.05.2017 08:45,22.4,657.7,0.8,84,Wind blowing from the south-southeast,1,70 – 80%.,18,,40%.,Less than  50,7,19.6,1,24
17.05.2017 05:45,18.8,656.9,,95,"Calm, no wind",0,60%.,,,60%.,1000-1500,8,18,,
16.05.2017 17:45,21.6,655.3,-0.2,90,Wind blowing from the west,1,100%.,,28,60%.,300-600,5,19.9,0.2,9
16.05.2017 14:45,24.2,655.5,-1.7,80,Wind blowing from the west,1,50%.,,,50%.,600-1000,5,20.6,,
16.05.2017 11:45,25.8,657.2,-0.1,72,Wind blowing from the south,1,50%.,,,50%.,600-1000,5,20.3,,
16.05.2017 08:45,20.5,657.3,0.2,88,Wind blowing from the east-southeast,1,"90  or more, but not 100%",17.4,,20–30%.,Less than  50,8,18.5,37,24
16.05.2017 05:45,18.6,657.1,,90,Wind blowing from the west-southwest,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17,,
15.05.2017 17:45,18.8,655.4,-1,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,26.4,,,0.6,18.5,34,9
15.05.2017 14:45,19.4,656.4,-1,96,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,18.8,,
15.05.2017 11:45,23.2,657.4,-0.5,84,Wind blowing from the south-southwest,1,"90  or more, but not 100%",,,"90  or more, but not 100%",600-1000,5,20.4,,
15.05.2017 08:45,23,657.9,1.6,80,Wind blowing from the south-southeast,1,100%.,18.5,,20–30%.,Less than  50,7,19.3,2,24
15.05.2017 05:45,18.8,656.3,,99,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18.7,,
14.05.2017 14:45,25.2,656.4,-1.6,78,Wind blowing from the west,1,60%.,,,60%.,600-1000,5,21.1,,
14.05.2017 11:45,27.6,658,,65,Wind blowing from the south,1,50%.,,,50%.,600-1000,5,20.4,,
14.05.2017 08:45,20.8,658.3,0.6,94,Wind blowing from the south-southeast,1,60%.,18.5,,"10%  or less, but not 0",300-600,7,19.8,3,9
14.05.2017 05:45,19,657.7,,91,"Calm, no wind",0,70 – 80%.,,,20–30%.,200-300,8,17.4,,
13.05.2017 14:45,22.6,657.9,-1.8,83,"Calm, no wind",0,60%.,,,60%.,600-1000,5,19.5,,
13.05.2017 11:45,23.4,659.7,-0.5,79,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",600-1000,2,19.6,,
13.05.2017 08:45,24,660.2,1,83,Wind blowing from the south-southeast,1,60%.,19.4,,60%.,300-600,1,21,No precipitation,24
13.05.2017 05:45,19.3,659.2,,96,"Calm, no wind",0,60%.,,,40%.,600-1000,1,18.7,,
12.05.2017 14:45,25.8,659.5,,77,Wind blowing from the south,1,50%.,,,50%.,600-1000,3,21.4,,
12.05.2017 11:45,22,,,75,Wind blowing from the east,1,70 – 80%.,,,70 – 80%.,200-300,10,17.4,,
12.05.2017 08:45,21.4,662.5,1.5,79,Wind blowing from the south,1,60%.,18.5,,40%.,Less than  50,4,17.6,4,24
12.05.2017 05:45,18.5,661,,95,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.8,17.7,,
11.05.2017 17:45,23.4,658.6,-1.1,81,"Calm, no wind",0,20–30%.,,27.5,20–30%.,200-300,4,20,Trace of precipitation,9
11.05.2017 14:45,26.2,659.7,-1.5,69,Wind blowing from the south-west,1,50%.,,,50%.,600-1000,5,20.1,,
11.05.2017 11:45,23.2,661.2,-0.2,74,Wind blowing from the west,1,"90  or more, but not 100%",,,50%.,Less than  50,6,18.2,,
11.05.2017 08:45,23.2,661.4,1,74,Wind blowing from the south,1,"90  or more, but not 100%",17.4,,20–30%.,300-600,7,18.2,No precipitation,24
11.05.2017 05:45,17.8,660.4,,83,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",1000-1500,6,14.9,,
10.05.2017 17:45,21.7,658.7,-0.9,80,Wind blowing from the west,1,"10%  or less, but not 0",,27.4,"10%  or less, but not 0",600-1000,6,18.1,No precipitation,9
10.05.2017 14:45,24.8,659.6,-1.7,66,Wind blowing from the west,1,50%.,,,20–30%.,600-1000,6,17.9,,
10.05.2017 11:45,25.4,661.3,0.1,65,Wind blowing from the west-southwest,1,20–30%.,,,20–30%.,200-300,7,18.3,,
10.05.2017 08:45,20.8,661.2,,71,Wind blowing from the south,1,40%.,16.9,,"10%  or less, but not 0",300-600,8,15.3,44,24
09.05.2017 17:45,18.8,658.4,-1.7,78,Wind blowing from the west,1,60%.,,23.8,40%.,600-1000,6,14.9,44,9
09.05.2017 14:45,18,660.1,-1.6,90,Wind blowing from the west,1,100%.,,,40%.,600-1000,6,16.3,,
09.05.2017 11:45,16.2,661.7,1.9,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,16.2,,
09.05.2017 08:45,20.4,659.8,1.5,95,Wind blowing from the east,1,100%.,19.5,,60%.,1000-1500,3,19.6,3,24
09.05.2017 05:45,19.8,658.3,,99,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,19.7,,
08.05.2017 17:45,24.2,658.4,-1.4,65,Wind blowing from the west,1,60%.,,29.4,20–30%.,600-1000,4,17.2,No precipitation,9
08.05.2017 14:45,27.6,659.8,-2.1,66,Wind blowing from the west-southwest,1,40%.,,,20–30%.,600-1000,4,20.7,,
08.05.2017 11:45,26.8,661.9,0,62,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,4,18.9,,
08.05.2017 08:45,24.6,661.9,1.3,78,"Calm, no wind",0,60%.,19.2,,60%.,1000-1500,3,20.4,No precipitation,24
08.05.2017 05:45,19.4,660.6,,95,"Calm, no wind",0,40%.,,,40%.,600-1000,2,18.5,,
07.05.2017 14:45,26.8,659.5,,63,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,6,19.2,,
07.05.2017 08:45,22,661.9,0.9,58,Wind blowing from the south-southeast,1,"10%  or less, but not 0",15,,,"2500 or more, or no clouds.",8,13.4,3,24
07.05.2017 05:45,15,661,,90,"Calm, no wind",0,60%.,,,20–30%.,300-600,8,13.4,,
06.05.2017 17:45,15,659.8,-1.4,92,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,27.6,40%.,Less than  50,5,13.7,3,9
06.05.2017 14:45,21.2,661.2,0.3,66,Wind blowing from the west-southwest,1,100%.,,,"90  or more, but not 100%",,2,14.5,,
06.05.2017 11:45,26.6,660.9,-1.2,71,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,3,20.8,,
06.05.2017 08:45,24,662.1,1.4,72,Wind blowing from the west,1,60%.,27.3,,60%.,1000-1500,6,18.6,No precipitation,24
06.05.2017 05:45,18.8,660.7,,84,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,6,16.1,,
05.05.2017 17:45,23.4,657.4,-0.4,71,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,28,"10%  or less, but not 0",200-300,5,17.9,No precipitation,9
05.05.2017 14:45,26,657.8,-1.9,58,Wind blowing from the west-southwest,1,40%.,,,40%.,600-1000,6,17,,
05.05.2017 11:45,26.8,659.7,0.1,55,Wind blowing from the north-northwest,1,50%.,,,50%.,300-600,6,17.1,,
05.05.2017 08:45,24,659.6,0.4,71,"Calm, no wind",0,no clouds,16.6,,,,8,18.3,No precipitation,24
05.05.2017 05:45,16.6,659.2,,82,"Calm, no wind",0,no clouds,,,,,7,13.5,,
04.05.2017 17:45,21,658.4,-1,92,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,27,70 – 80%.,200-300,2,19.6,No precipitation,9
04.05.2017 14:45,23.8,659.4,-1.7,72,Wind blowing from the south-southwest,1,60%.,,,60%.,600-1000,2,18.4,,
04.05.2017 11:45,24.8,661.1,-0.2,71,Wind blowing from the west,1,50%.,,,50%.,600-1000,2,19.2,,
04.05.2017 08:45,21.1,661.3,2.1,79,"Calm, no wind",0,50%.,17.9,,50%.,600-1000,3,17.3,No precipitation,24
04.05.2017 05:45,18.6,659.2,,84,"Calm, no wind",0,60%.,,,60%.,300-600,3,15.8,,
03.05.2017 17:45,23,654,-6.5,55,Wind blowing from the west,1,40%.,,27.5,"10%  or less, but not 0",600-1000,5,13.5,No precipitation,9
03.05.2017 14:45,24.8,660.5,-1.2,63,Wind blowing from the south-west,1,60%.,,,50%.,600-1000,5,17.3,,
03.05.2017 11:45,25.2,661.7,-0.4,63,Wind blowing from the south-southwest,1,60%.,,,60%.,600-1000,6,17.7,,
03.05.2017 08:45,22.8,662.1,1.7,71,"Calm, no wind",0,40%.,16.9,,50%.,300-600,6,17.3,No precipitation,24
03.05.2017 05:45,16.8,660.4,,85,"Calm, no wind",0,40%.,,,40%.,600-1000,6,14.2,,
02.05.2017 14:45,21.2,659.5,-2.1,75,Wind blowing from the west,1,40%.,,26.2,40%.,300-600,6,16.5,No precipitation,9
02.05.2017 11:45,24.6,661.6,-0.5,57,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,7,15.4,,
02.05.2017 08:45,21.2,662.1,1.4,67,"Calm, no wind",0,no clouds,13.5,,,,7,14.8,29,24
02.05.2017 05:45,13.6,660.7,,91,"Calm, no wind",0,no clouds,,,,,20,12.2,,
01.05.2017 17:45,16.2,659.9,-2.9,93,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",200-300,7,15,29,9
01.05.2017 14:45,14.6,662.8,,92,Wind blowing from the east,1,100%.,,,100%.,,2,13.3,,
01.05.2017 05:45,16.2,660.1,,88,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,14.2,,
30.04.2017 14:45,26.4,658.9,-0.6,58,Wind blowing from the west-southwest,1,20–30%.,,,20–30%.,300-600,5,17.5,,
30.04.2017 11:45,26.8,659.5,-1.2,67,Wind blowing from the west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,4,20.1,,
30.04.2017 08:45,21.4,660.7,1.3,69,Wind blowing from the south-southeast,1,no clouds,15,,,,6,15.4,No precipitation,24
30.04.2017 05:45,15.6,659.4,,89,"Calm, no wind",0,no clouds,,,,,5,13.7,,
29.04.2017 17:45,23,658.7,-0.2,74,Wind blowing from the west-southwest,1,20–30%.,,26.9,"10%  or less, but not 0",600-1000,3,18.1,No precipitation,9
29.04.2017 14:45,25.2,658.9,-1.2,69,Wind blowing from the west,1,40%.,,,40%.,600-1000,2,19,,
29.04.2017 11:45,25.7,660.1,-0.5,60,Wind blowing from the west-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,5,17.3,,
29.04.2017 08:45,23.4,660.6,,63,Wind blowing from the east,1,no clouds,15.4,,,,5,16,Trace of precipitation,24
28.04.2017 17:45,23.2,657.3,-0.6,64,Wind blowing from the west,1,20–30%.,,29.8,"10%  or less, but not 0",300-600,5,16.1,Trace of precipitation,9
28.04.2017 14:45,26.2,657.9,-1.4,56,Wind blowing from the west,1,40%.,,,20–30%.,600-1000,5,16.6,,
28.04.2017 11:45,28,659.3,-0.2,41,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,6,13.5,,
28.04.2017 08:45,23.4,659.5,1.1,53,Wind blowing from the east-southeast,1,no clouds,16.5,,,,6,13.3,No precipitation,24
28.04.2017 05:45,16.8,658.4,,60,"Calm, no wind",0,no clouds,,,,,7,9,,
27.04.2017 17:45,25.2,657.4,-0.6,40,Wind blowing from the south,1,"10%  or less, but not 0",,30,"10%  or less, but not 0",200-300,5,10.6,No precipitation,9
27.04.2017 14:45,27.2,658,-0.9,44,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,14,,
27.04.2017 11:45,28.2,658.9,0,30,Wind blowing from the south-southeast,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,6,9.2,,
27.04.2017 08:45,27.8,658.9,1.2,67,"Calm, no wind",0,no clouds,18,,,,6,21.2,No precipitation,24
27.04.2017 05:45,18,657.7,,76,"Calm, no wind",0,no clouds,,,,,6,13.6,,
26.04.2017 17:45,24,656.5,-0.6,69,Wind blowing from the west-southwest,1,"10%  or less, but not 0",,29.5,"10%  or less, but not 0",200-300,5,18,No precipitation,9
26.04.2017 14:45,26.2,657.1,-0.7,58,Wind blowing from the west-southwest,1,20–30%.,,,"10%  or less, but not 0",300-600,5,17.3,,
26.04.2017 11:45,27.8,657.8,0.2,44,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,6,14.4,,
26.04.2017 08:45,24.8,657.6,,56,Wind blowing from the south,1,no clouds,17.5,,,,6,15.4,No precipitation,24
25.04.2017 17:45,23.8,655,0,77,Wind blowing from the south-southwest,1,50%.,,27.4,50%.,600-1000,2,19.6,No precipitation,9
25.04.2017 14:45,25.6,655,-1.7,67,Wind blowing from the north-northwest,2,40%.,,,40%.,300-600,3,19.1,,
25.04.2017 11:45,24.8,656.7,0.2,71,Wind blowing from the west-southwest,2,40%.,,,40%.,300-600,3,19.2,,
25.04.2017 08:45,23.6,656.5,1,77,Wind blowing from the west,1,50%.,18.4,,50%.,300-600,2,19.4,No precipitation,24
25.04.2017 05:45,19.4,655.5,,92,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1,18,,
24.04.2017 17:45,22,655.6,-0.3,77,Wind blowing from the west-southwest,1,70 – 80%.,,27.7,60%.,100-200,4,17.7,No precipitation,9
24.04.2017 14:45,24,655.9,-1.4,68,Wind blowing from the south-southwest,2,60%.,,,60%.,200-300,6,17.7,,
24.04.2017 11:45,25.2,657.3,-0.2,70,Wind blowing from the west,1,70 – 80%.,,,"10%  or less, but not 0",Less than  50,4,19.3,,
