Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
02.12.2016 11:45,21.2,694.9,,65,Wind blowing from the north-east,2,20–30%.,,,20–30%.,1000-1500,9,14.4,,
01.12.2016 17:45,20.5,692,-0.2,69,Wind blowing from the west-southwest,2,"90  or more, but not 100%",,24.5,40%.,600-1000,8,14.6,No precipitation,9
01.12.2016 14:45,24,692.2,-2.4,52,Wind blowing from the east-southeast,3,40%.,,,40%.,600-1000,10,13.4,,
01.12.2016 11:45,22.4,694.6,-0.6,57,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,10,13.3,,
01.12.2016 08:45,15.4,695.2,1.5,89,Wind blowing from the south-west,2,20–30%.,12.3,,20–30%.,600-1000,9,13.5,No precipitation,24
01.12.2016 05:45,12.8,693.7,,94,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,11.8,,
30.11.2016 17:45,21.2,692.5,-0.5,67,"Calm, no wind",0,"90  or more, but not 100%",,25.4,20–30%.,600-1000,8,14.7,No precipitation,9
30.11.2016 14:45,24.8,693,-2.2,50,Wind blowing from the south,3,50%.,,,20–30%.,600-1000,10,13.7,,
30.11.2016 11:45,22.4,695.2,-0.3,58,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,10,13.8,,
30.11.2016 08:45,15.6,695.5,2.1,86,"Calm, no wind",0,20–30%.,11.9,,20–30%.,600-1000,8,13.3,No precipitation,24
30.11.2016 05:45,12.5,693.4,,91,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,11,,
29.11.2016 17:45,20.7,691.8,0,67,Wind blowing from the south-southeast,1,70 – 80%.,,25.2,"10%  or less, but not 0",600-1000,7,14.3,No precipitation,9
29.11.2016 14:45,24.8,691.8,-2.2,49,Wind blowing from the south-southeast,3,40%.,,,"10%  or less, but not 0",600-1000,10,13.3,,
29.11.2016 11:45,22.2,694,,58,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,10,13.4,,
29.11.2016 08:45,15.2,693.7,1.8,81,"Calm, no wind",0,50%.,11.9,,20–30%.,600-1000,8,11.9,No precipitation,24
29.11.2016 05:45,12.5,691.9,,92,Wind blowing from the north-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,11.3,,
28.11.2016 17:45,20.4,690.4,-0.3,63,"Calm, no wind",0,70 – 80%.,,24.5,20–30%.,600-1000,6,13.1,No precipitation,9
28.11.2016 14:45,24.4,690.7,,47,Wind blowing from the north-west,2,60%.,,,20–30%.,600-1000,8,12.4,,
28.11.2016 08:45,14.4,692.8,2.5,95,Wind blowing from the south-west,2,50%.,12.9,,50%.,Less than  50,2,13.6,No precipitation,24
28.11.2016 05:45,13.8,690.3,,96,"Calm, no wind",0,50%.,,,20–30%.,600-1000,6,13.2,,
27.11.2016 17:45,20,688.9,-0.7,66,Wind blowing from the south-east,1,"90  or more, but not 100%",,23.8,40%.,600-1000,5,13.4,No precipitation,9
27.11.2016 14:45,23.6,689.6,-2.6,56,Wind blowing from the south-east,2,50%.,,,20–30%.,600-1000,7,14.4,,
27.11.2016 11:45,21.1,692.2,-0.3,60,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,13,,
27.11.2016 08:45,14.6,692.5,1.8,82,"Calm, no wind",0,"10%  or less, but not 0",11,,"10%  or less, but not 0",600-1000,8,11.6,No precipitation,24
27.11.2016 05:45,11.8,690.7,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,11.1,,
26.11.2016 17:45,19.1,689.8,-0.2,72,Wind blowing from the north-west,2,20–30%.,,24.4,"10%  or less, but not 0",600-1000,5,13.9,No precipitation,9
26.11.2016 14:45,23.8,690,-2.6,49,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,6,12.4,,
26.11.2016 11:45,18,692.6,0.2,74,Wind blowing from the south-west,2,"90  or more, but not 100%",,,50%.,600-1000,5,13.2,,
26.11.2016 08:45,14.6,692.4,2,86,"Calm, no wind",0,"90  or more, but not 100%",13,,50%.,300-600,5,12.3,No precipitation,24
26.11.2016 05:45,12,690.4,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11.3,,
25.11.2016 17:45,19.2,688.3,,70,Wind blowing from the south-west,2,50%.,,23.5,"10%  or less, but not 0",600-1000,6,13.5,No precipitation,9
25.11.2016 11:45,21.4,691,-0.6,56,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,12.1,,
25.11.2016 08:45,14.2,691.6,1.2,88,Wind blowing from the south-east,1,"10%  or less, but not 0",11.2,,"10%  or less, but not 0",600-1000,8,12.2,No precipitation,24
25.11.2016 05:45,12,690.4,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11.3,,
24.11.2016 17:45,20,690,-0.4,53,"Calm, no wind",0,"90  or more, but not 100%",,24.3,20–30%.,600-1000,6,10,No precipitation,9
24.11.2016 14:45,23.2,690.4,-2.1,50,Wind blowing from the south-southeast,2,60%.,,,20–30%.,600-1000,8,12.1,,
24.11.2016 11:45,21.7,692.5,-0.5,61,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,13.9,,
24.11.2016 08:45,15,693,1.8,86,Wind blowing from the south,2,"10%  or less, but not 0",11.6,,"10%  or less, but not 0",600-1000,7,12.7,No precipitation,24
24.11.2016 05:45,12.2,691.2,,98,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,11.9,,
23.11.2016 14:45,22.8,690.1,-1.8,49,Wind blowing from the south-east,3,70 – 80%.,,,20–30%.,600-1000,8,11.4,,
23.11.2016 11:45,22,691.9,-0.3,60,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,9,13.9,,
23.11.2016 08:45,15.6,692.2,2.1,87,Wind blowing from the south-west,1,70 – 80%.,12.6,,50%.,600-1000,8,13.4,No precipitation,24
23.11.2016 05:45,13.3,690.1,,94,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,7,12.3,,
23.11.2016 02:45,13.3,690.1,,94,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,7,12.3,,
22.11.2016 17:45,19.8,688.8,0,73,Wind blowing from the south-west,2,40%.,,24.1,"10%  or less, but not 0",600-1000,8,14.7,No precipitation,9
22.11.2016 14:45,23.8,688.8,,55,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.3,,
18.11.2016 14:45,23.6,690.7,-2.9,41,Wind blowing from the south-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,9.7,,
18.11.2016 11:45,21.8,693.6,-0.4,55,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.2,,
18.11.2016 08:45,14.2,694,,84,Wind blowing from the north-west,2,no clouds,9.5,,,,10,11.5,No precipitation,24
17.11.2016 17:45,18.8,692.1,-0.1,65,Wind blowing from the north-west,2,no clouds,,24,,,12,12,No precipitation,9
17.11.2016 14:45,23.5,692.2,-2.1,46,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,11.3,,
17.11.2016 11:45,21.4,694.3,-0.3,51,Wind blowing from the east-southeast,1,no clouds,,,,,12,10.9,,
17.11.2016 08:45,14.2,694.6,1.3,79,Wind blowing from the south-west,1,no clouds,9.1,,,,10,10.5,No precipitation,24
17.11.2016 05:45,9.1,693.3,,87,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,7,,
16.11.2016 17:45,19,692.2,-0.2,66,Wind blowing from the north-west,2,no clouds,,24.1,,,12,12.4,No precipitation,9
16.11.2016 14:45,23.6,692.4,-1.9,45,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,12,11,,
16.11.2016 11:45,21.6,694.3,-0.3,52,Wind blowing from the south-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,11.2,,
16.11.2016 08:45,14.4,694.6,1.8,73,"Calm, no wind",0,no clouds,9.4,,,,10,9.6,No precipitation,24
16.11.2016 05:45,10.2,692.8,,82,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,7.2,,
15.11.2016 17:45,19.4,691.7,0,64,Wind blowing from the west,2,"10%  or less, but not 0",,24.5,"10%  or less, but not 0",1000-1500,12,12.3,No precipitation,9
15.11.2016 14:45,24.1,691.7,,51,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.2,,
15.11.2016 08:45,15.4,693.9,1.7,85,"Calm, no wind",0,40%.,11.9,,40%.,Less than  50,5,12.8,No precipitation,24
15.11.2016 05:45,13.2,692.2,,98,"Calm, no wind",0,60%.,,,40%.,Less than  50,2.5,12.9,,
14.11.2016 17:45,21,691.2,-0.1,71,Wind blowing from the south-southwest,2,"10%  or less, but not 0",,25.2,"10%  or less, but not 0",1000-1500,10,15.5,No precipitation,9
14.11.2016 14:45,24.8,691.3,-2.3,52,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,14.4,,
14.11.2016 11:45,23.2,693.6,-0.6,56,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.9,,
14.11.2016 08:45,16.9,694.2,1.4,86,Wind blowing from the south-west,3,40%.,12.9,,40%.,Less than  50,3,14.5,No precipitation,24
14.11.2016 05:45,12.9,692.8,,91,"Calm, no wind",0,50%.,,,20–30%.,Less than  50,3,11.4,,
13.11.2016 17:45,21.8,692.1,-0.5,67,Wind blowing from the south-southwest,2,40%.,,25.9,"10%  or less, but not 0",600-1000,10,15.4,No precipitation,9
13.11.2016 14:45,25.6,692.6,-2.1,54,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,15.5,,
13.11.2016 11:45,23.8,694.7,-0.2,56,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.4,,
13.11.2016 08:45,17.8,694.9,1.4,81,Wind blowing from the south-east,1,no clouds,12.6,,,,10,14.5,No precipitation,24
13.11.2016 05:45,13.4,693.5,0,92,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.1,,
13.11.2016 02:45,13.4,693.5,,92,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.1,,
12.11.2016 17:45,22.4,692,-0.2,68,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,26.5,"10%  or less, but not 0",600-1000,12,16.1,No precipitation,9
12.11.2016 14:45,26.3,692.2,-1.7,51,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,15.5,,
12.11.2016 11:45,24.2,693.9,-0.2,54,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,14.2,,
12.11.2016 08:45,17.8,694.1,1.7,77,"Calm, no wind",0,no clouds,13.8,,,,10,13.7,No precipitation,24
12.11.2016 05:45,14.6,692.4,,91,Wind blowing from the north-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.1,,
11.11.2016 17:45,22.9,691.2,,64,"Calm, no wind",0,60%.,,27,60%.,600-1000,10,15.8,No precipitation,9
10.11.2016 17:45,22.2,690.7,0,69,"Calm, no wind",0,"10%  or less, but not 0",,26.2,"10%  or less, but not 0",1000-1500,12,16.2,No precipitation,9
10.11.2016 14:45,25.8,690.7,-2.2,48,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.8,,
10.11.2016 11:45,24,692.9,-0.4,52,Wind blowing from the south-east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.6,,
10.11.2016 08:45,17.3,693.3,1.4,79,"Calm, no wind",0,no clouds,12.2,,,,10,13.5,No precipitation,24
10.11.2016 05:45,13,691.9,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,12.5,,
09.11.2016 17:45,22,691.1,-0.2,59,"Calm, no wind",0,60%.,,26,"10%  or less, but not 0",600-1000,8,13.6,No precipitation,9
09.11.2016 14:45,25.6,691.3,-2,44,Wind blowing from the south-southeast,3,40%.,,,"10%  or less, but not 0",600-1000,12,12.4,,
09.11.2016 11:45,23.8,693.3,-0.5,53,Wind blowing from the south-southeast,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.5,,
09.11.2016 08:45,17.1,693.8,1.7,79,Wind blowing from the west-southwest,2,no clouds,11.7,,,,10,13.4,No precipitation,24
09.11.2016 05:45,12.3,692.1,,91,"Calm, no wind",0,no clouds,,,,,10,10.9,,
08.11.2016 17:45,20.9,690.4,0,66,Wind blowing from the north-west,1,"10%  or less, but not 0",,26,"10%  or less, but not 0",600-1000,12,14.2,No precipitation,9
08.11.2016 14:45,25.5,690.4,-1.7,43,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,12.1,,
08.11.2016 11:45,23.2,692.1,-0.4,55,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.6,,
08.11.2016 08:45,16.6,692.5,1.6,79,"Calm, no wind",0,no clouds,11.9,,,,10,12.9,No precipitation,24
08.11.2016 05:45,12.8,690.9,,94,Wind blowing from the north-west,2,no clouds,,,,,10,11.8,,
07.11.2016 17:45,21,688.9,-0.2,64,"Calm, no wind",0,"10%  or less, but not 0",,25.5,"10%  or less, but not 0",600-1000,12,14,No precipitation,9
07.11.2016 14:45,25.2,689.1,-1.8,48,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.4,,
07.11.2016 11:45,23.4,690.9,-0.7,47,Wind blowing from the south-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,11.5,,
07.11.2016 08:45,16.8,691.6,1.2,71,Wind blowing from the south,2,no clouds,11,,,,10,11.5,No precipitation,24
07.11.2016 05:45,12.4,690.4,,87,Wind blowing from the west,2,no clouds,,,,,10,10.3,,
06.11.2016 17:45,21.4,688.7,-0.1,59,Wind blowing from the north-west,2,"10%  or less, but not 0",,26.3,"10%  or less, but not 0",600-1000,12,12.9,No precipitation,9
06.11.2016 14:45,25.6,688.8,-1.4,44,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,12.4,,
06.11.2016 11:45,23.4,690.2,,52,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13.1,,
06.11.2016 08:45,17.4,690.4,1.2,72,Wind blowing from the south-southwest,1,no clouds,12.5,,,,10,12.2,No precipitation,24
06.11.2016 05:45,12.6,689.2,,94,Wind blowing from the north-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.6,,
05.11.2016 17:45,21.2,688.1,0.1,60,Wind blowing from the south-west,2,"10%  or less, but not 0",,27,"10%  or less, but not 0",1000-1500,12,13,No precipitation,9
05.11.2016 14:45,26.7,688,-1.9,41,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,12.3,,
05.11.2016 11:45,24.2,689.9,-1.4,47,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,12.2,,
05.11.2016 08:45,17,691.3,1.5,72,Wind blowing from the west-northwest,3,no clouds,11.6,,,,10,11.8,No precipitation,24
05.11.2016 05:45,12.7,689.8,,88,Wind blowing from the north-west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,10.8,,
04.11.2016 17:45,21.6,689.4,-0.8,59,Wind blowing from the west,2,"10%  or less, but not 0",,27,"10%  or less, but not 0",1000-1500,12,13.1,No precipitation,9
04.11.2016 14:45,26.8,690.2,-2.4,41,Wind blowing from the south-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,12,12.4,,
04.11.2016 11:45,24.2,692.6,-1,48,Wind blowing from the south-east,2,no clouds,,,,,12,12.5,,
04.11.2016 08:45,17.4,693.6,1.2,68,Wind blowing from the south-southwest,1,no clouds,11.7,,,,10,11.3,No precipitation,24
04.11.2016 05:45,11.8,692.4,,89,"Calm, no wind",0,no clouds,,,,,10,10.1,,
03.11.2016 17:45,22.7,692.6,-0.6,60,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,28.3,"10%  or less, but not 0",600-1000,12,14.6,No precipitation,9
03.11.2016 14:45,27.6,693.2,-2.3,43,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,13.8,,
03.11.2016 11:45,25,695.5,,50,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,12,13.9,,
03.11.2016 08:45,18.5,695.4,1.4,75,Wind blowing from the north-west,3,no clouds,13,,,,10,13.9,No precipitation,24
03.11.2016 05:45,13.3,694,,91,"Calm, no wind",0,no clouds,,,,,10,11.8,,
02.11.2016 17:45,23,692.4,-0.4,59,Wind blowing from the north-west,2,no clouds,,28.4,,,12,14.4,No precipitation,9
02.11.2016 14:45,28,692.8,-2.1,40,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,13,,
02.11.2016 11:45,25.4,694.9,-0.5,51,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,14.4,,
02.11.2016 08:45,18.7,695.4,1.4,69,"Calm, no wind",0,no clouds,13.5,,,,10,12.8,No precipitation,24
02.11.2016 05:45,13.7,694,,90,"Calm, no wind",0,no clouds,,,,,10,12,,
01.11.2016 17:45,23.2,691.9,-0.3,57,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,28.7,"10%  or less, but not 0",1000-1500,12,14.3,No precipitation,9
01.11.2016 14:45,28.3,692.2,-2.5,37,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.2,,
01.11.2016 11:45,25.2,694.7,,53,Wind blowing from the south-southeast,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,14.9,,
01.11.2016 08:45,18.8,695.4,1.1,73,"Calm, no wind",0,no clouds,13.6,,,,10,13.8,No precipitation,24
01.11.2016 05:45,14,694.3,,92,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.7,,
31.10.2016 17:45,23,693.2,-0.5,66,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,27.9,"10%  or less, but not 0",1000-1500,10,16.3,No precipitation,9
31.10.2016 14:45,27.6,693.7,-2.1,40,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.7,,
31.10.2016 11:45,25,695.8,-0.5,54,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,15,,
31.10.2016 08:45,18.4,696.3,2.3,77,Wind blowing from the south-west,1,"10%  or less, but not 0",13.9,,"10%  or less, but not 0",600-1000,10,14.3,No precipitation,24
31.10.2016 05:45,14.8,694,,90,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.2,,
30.10.2016 17:45,23,692.2,0.2,66,Wind blowing from the west-southwest,2,40%.,,26.9,"10%  or less, but not 0",600-1000,10,16.4,No precipitation,9
30.10.2016 14:45,26.4,692,,49,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,14.9,,
28.10.2016 11:45,25,692.7,-0.4,54,Wind blowing from the south-east,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,15,,
28.10.2016 08:45,19.4,693.1,1.8,70,"Calm, no wind",0,"10%  or less, but not 0",13.8,,"10%  or less, but not 0",600-1000,10,13.7,No precipitation,24
28.10.2016 05:45,14.4,691.3,,86,Wind blowing from the south-west,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.1,,
27.10.2016 14:45,27.2,691.5,-2.2,53,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,16.8,,
27.10.2016 11:45,25.2,693.7,0.1,54,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,15.2,,
27.10.2016 08:45,19,693.6,1.8,71,"Calm, no wind",0,no clouds,14.3,,,,10,13.6,No precipitation,24
27.10.2016 05:45,14.9,691.8,,92,Wind blowing from the north-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13.6,,
26.10.2016 14:45,27.8,690.5,-0.9,46,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,12,15.1,,
26.10.2016 11:45,25.7,691.4,-0.2,49,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,10,14.2,,
26.10.2016 08:45,19.8,691.6,0,75,"Calm, no wind",0,no clouds,15,,,,10,15.2,No precipitation,24
26.10.2016 05:45,19.8,691.6,2.3,75,"Calm, no wind",0,no clouds,15,,,,10,15.2,No precipitation,24
26.10.2016 02:45,15.7,689.3,,92,Wind blowing from the north-west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.4,,
25.10.2016 17:45,23.9,687.7,0,63,"Calm, no wind",0,20–30%.,,28.7,20–30%.,600-1000,10,16.5,No precipitation,9
25.10.2016 14:45,28.1,687.7,-1.8,48,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,16.2,,
25.10.2016 11:45,25.8,689.5,-0.2,62,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,18,,
25.10.2016 08:45,20,689.7,1.6,85,Wind blowing from the south-west,2,"10%  or less, but not 0",16,,"10%  or less, but not 0",Less than  50,2.5,17.3,No precipitation,24
25.10.2016 05:45,16.3,688.1,,91,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,3,14.9,,
24.10.2016 17:45,24,687.1,-0.4,74,Wind blowing from the west-northwest,2,40%.,,28,"10%  or less, but not 0",600-1000,7,19.1,No precipitation,9
24.10.2016 14:45,27.6,687.5,-1.7,55,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,17.8,,
24.10.2016 11:45,25.8,689.2,-0.3,67,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,19.2,,
24.10.2016 08:45,19.7,689.5,1.5,91,"Calm, no wind",0,20–30%.,16.9,,20–30%.,Less than  50,2.5,18.1,No precipitation,24
24.10.2016 05:45,17,688,,93,"Calm, no wind",0,40%.,,,40%.,Less than  50,5,15.9,,
23.10.2016 14:45,27.2,687.7,-1.6,55,Wind blowing from the south-southeast,3,40%.,,,40%.,600-1000,8,17.3,,
23.10.2016 11:45,25.3,689.3,-0.3,69,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,7,19.2,,
23.10.2016 08:45,20,689.6,1.1,89,"Calm, no wind",0,50%.,17.3,,40%.,Less than  50,3,18.2,No precipitation,24
23.10.2016 05:45,17.8,688.5,,98,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",Less than  50,0.5,17.5,,
22.10.2016 14:45,27,688.3,-1.7,55,Wind blowing from the south,3,50%.,,,50%.,600-1000,10,17.2,,
22.10.2016 11:45,25.6,690,-0.2,59,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,17.1,,
22.10.2016 08:45,20.2,690.2,1.6,81,Wind blowing from the south-east,3,"10%  or less, but not 0",16.6,,"10%  or less, but not 0",100-200,8,16.9,No precipitation,24
22.10.2016 05:45,17,688.6,,91,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",Less than  50,3,15.5,,
21.10.2016 17:45,23.6,687.2,-0.2,76,Wind blowing from the west-northwest,2,40%.,,28.8,20–30%.,600-1000,10,19.2,No precipitation,9
21.10.2016 14:45,28.2,687.4,-1.8,48,Wind blowing from the south-east,3,40%.,,,40%.,600-1000,10,16.3,,
21.10.2016 11:45,26.5,689.2,-0.3,61,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,18.3,,
21.10.2016 08:45,20.8,689.5,1.5,90,"Calm, no wind",0,50%.,18.1,,40%.,Less than  50,3,19.1,No precipitation,24
21.10.2016 05:45,18.6,688,,96,Wind blowing from the south-west,2,"90  or more, but not 100%",,,50%.,Less than  50,2,18,,
20.10.2016 17:45,24.9,686.8,0,71,"Calm, no wind",0,40%.,,28.6,20–30%.,600-1000,10,19.3,No precipitation,9
20.10.2016 14:45,28,686.8,-2.2,57,Wind blowing from the south-southeast,5,50%.,,,40%.,600-1000,10,18.6,,
20.10.2016 11:45,26.3,689,-0.5,59,Wind blowing from the south-southeast,5,20–30%.,,,20–30%.,600-1000,10,17.6,,
20.10.2016 08:45,20.2,689.5,1.5,79,"Calm, no wind",0,20–30%.,16.1,,20–30%.,600-1000,10,16.4,No precipitation,24
20.10.2016 05:45,16.9,688,,93,Wind blowing from the north-west,1,20–30%.,,,20–30%.,600-1000,10,15.7,,
19.10.2016 17:45,24.1,687.5,-0.2,71,"Calm, no wind",0,70 – 80%.,,28.4,"10%  or less, but not 0",600-1000,10,18.5,No precipitation,9
19.10.2016 14:45,25.2,687.7,-2.1,65,Wind blowing from the north-west,4,"90  or more, but not 100%",,,40%.,600-1000,10,18.1,,
19.10.2016 11:45,26.8,689.8,-0.5,64,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,9,19.4,,
19.10.2016 08:45,22,690.3,1.2,81,Wind blowing from the south,2,20–30%.,18.5,,20–30%.,600-1000,7,18.5,No precipitation,24
19.10.2016 05:45,18.6,689.1,,89,"Calm, no wind",0,70 – 80%.,,,40%.,Less than  50,4,16.8,,
18.10.2016 17:45,25.2,687.7,-0.5,73,"Calm, no wind",0,40%.,,29,"10%  or less, but not 0",600-1000,8,20,No precipitation,9
18.10.2016 14:45,28.6,688.2,-2,58,Wind blowing from the south-east,3,50%.,,,40%.,600-1000,9,19.4,,
18.10.2016 11:45,27.4,690.2,-0.6,60,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,7,19,,
18.10.2016 08:45,22,690.8,1.3,94,"Calm, no wind",0,40%.,19.5,,20–30%.,300-600,5,20.9,No precipitation,24
18.10.2016 05:45,19.8,689.5,,91,"Calm, no wind",0,70 – 80%.,,,50%.,Less than  50,3,18.3,,
17.10.2016 17:45,25,688.6,-0.3,79,Wind blowing from the north-west,2,60%.,,29.3,40%.,600-1000,7,21.1,No precipitation,9
17.10.2016 14:45,29,688.9,-1.8,58,Wind blowing from the south-southeast,3,40%.,,,40%.,600-1000,7,19.9,,
17.10.2016 11:45,27.6,690.7,-0.7,63,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,6,20,,
17.10.2016 08:45,22.6,691.4,1.3,85,Wind blowing from the south-east,2,50%.,20.2,,20–30%.,200-300,5,19.9,0.6,24
17.10.2016 05:45,20.3,690.1,,91,Wind blowing from the south-east,3,"90  or more, but not 100%",,,50%.,100-200,4,18.8,,
16.10.2016 17:45,25,689.7,-0.2,79,"Calm, no wind",0,70 – 80%.,,28.8,40%.,600-1000,6,21.1,Trace of precipitation,9
16.10.2016 14:45,27.4,689.9,-1.9,63,Wind blowing from the south-southeast,2,40%.,,,40%.,600-1000,6,19.8,,
16.10.2016 11:45,27,691.8,-0.2,67,Wind blowing from the east,2,40%.,,,40%.,600-1000,6,20.3,,
