Local time in Rikaze,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,H,Td,RRR,tR
09.08.2016 14:00,17.5,480.1,,-1.1,35,1,,,8,,1500-2000,1.9,,
09.08.2016 11:00,15,481.2,,0.4,55,2,,,,,1500-2000,6,,
09.08.2016 08:00,8.2,480.8,,0.5,95,1,,,,,1500-2000,7.4,,
09.08.2016 05:00,8.6,480.3,,-0.4,96,1,,,,,,8,,
09.08.2016 02:00,9.9,480.7,,0.1,93,1,,,,17.4,,8.8,,
08.08.2016 23:00,12.3,480.6,,1,83,0,,,,,,9.5,,
08.08.2016 20:00,16.2,479.6,,-0.7,56,1,,,,,1500-2000,7.4,0.2,6
08.08.2016 17:00,16.2,480.3,,-1.5,57,3,,,,,1500-2000,7.7,,
08.08.2016 14:00,14.9,481.8,,-0.6,65,3,,,10,,1500-2000,8.4,3,6
08.08.2016 11:00,12.9,482.4,,0.7,71,3,,,,,600-1000,7.8,,
08.08.2016 08:00,10.4,481.7,,0.5,89,1,,,,,600-1000,8.7,3,6
08.08.2016 05:00,10.5,481.2,,-0.2,88,2,,,,,,8.6,,
08.08.2016 02:00,12.9,481.4,,0.6,75,1,,,,21.7,,8.6,2,6
07.08.2016 23:00,12.3,480.8,,1.8,76,2,,,,,,8.2,,
07.08.2016 20:00,18.3,479,,0.2,45,2,,,,,1500-2000,6.2,,
07.08.2016 17:00,19.3,478.8,,-1.6,40,5,,,,,1500-2000,5.4,,
07.08.2016 14:00,18.9,480.4,,-1.2,46,1,,,11.1,,1500-2000,7,,
07.08.2016 11:00,15.2,481.6,,0.6,62,2,,,,,1000-1500,8,,
07.08.2016 08:00,11.9,481,,0.4,75,1,,,,,1000-1500,7.6,,
07.08.2016 05:00,11.4,480.6,,-0.2,81,0,,,,,,8.3,,
07.08.2016 02:00,12,480.8,,0.1,74,0,,,,20.9,,7.5,,
06.08.2016 23:00,14.1,480.7,,1.3,60,1,,,,,,6.5,,
06.08.2016 20:00,16.4,479.4,,0.3,55,1,,,,,1500-2000,7.3,,
06.08.2016 17:00,18.7,479.1,,-1.5,44,4,,,,,1500-2000,6.2,,
06.08.2016 14:00,17.6,480.6,,-1.2,56,2,,,9.8,,1000-1500,8.7,Trace of precipitation,6
06.08.2016 11:00,13.9,481.8,,0.4,66,1,,,,,600-1000,7.7,,
06.08.2016 08:00,10.5,481.4,,0.1,86,0,,,,,600-1000,8.3,0.7,6
06.08.2016 05:00,10.1,481.3,,-0.5,86,2,,,,,,7.9,,
06.08.2016 02:00,11.3,481.8,,0.8,78,1,,,,21.3,,7.6,0.3,6
05.08.2016 23:00,14,481,,1.1,64,1,,,,,,7.3,,
05.08.2016 20:00,16.1,479.9,,0.7,54,3,,,,,1500-2000,6.8,,
05.08.2016 17:00,21.1,479.2,,-1.5,41,2,,,,,1500-2000,7.3,,
05.08.2016 14:00,18.5,480.7,,-0.8,47,2,,,9.4,,1500-2000,7,,
05.08.2016 11:00,15.4,481.5,,0.7,61,2,,,,,1500-2000,7.9,,
05.08.2016 08:00,10.8,480.8,,0.6,88,0,,,,,1500-2000,8.9,Trace of precipitation,12
05.08.2016 05:00,9.5,480.2,,-0.2,88,0,,,,,,7.6,,
05.08.2016 02:00,10.5,480.4,,0.2,83,0,,,,21.7,,7.7,,
04.08.2016 23:00,16.4,480.2,,1.4,47,2,,,,,,5.1,,
04.08.2016 20:00,19.4,478.8,,-0.3,44,0,,,,,1500-2000,6.8,,
04.08.2016 17:00,21,479.1,,-2.1,32,3,,,,,1500-2000,3.7,,
04.08.2016 14:00,17.5,481.2,,-1,49,4,,,10.4,,1500-2000,6.7,Trace of precipitation,6
04.08.2016 11:00,14.2,482.2,,0.9,57,3,,,,,600-1000,5.8,,
04.08.2016 08:00,10.4,481.3,,1.1,78,4,,,,,1000-1500,6.7,3,6
04.08.2016 05:00,12.9,480.2,,0.5,66,3,,,,,,6.7,,
04.08.2016 02:00,13.5,479.7,,0.3,73,2,,,,21.4,,8.8,,
03.08.2016 23:00,14.3,479.4,,1,69,0,,,,,,8.7,,
03.08.2016 20:00,19.6,478.4,,-0.4,39,2,,,,,1500-2000,5.3,,
03.08.2016 17:00,21.1,478.8,,-2,36,1,,,,,1500-2000,5.5,,
03.08.2016 14:00,17.9,480.8,,-0.7,43,3,,,6.6,,1500-2000,5.2,,
03.08.2016 11:00,15.7,481.5,,1.1,49,1,,,,,1500-2000,5,,
03.08.2016 08:00,6.9,480.4,,0.7,95,1,,,,,2000-2500,6.2,2,12
03.08.2016 05:00,9.7,479.7,,0,88,1,,,,,,7.8,,
03.08.2016 02:00,9.9,479.7,,0.4,84,1,,,,18,,7.3,2,6
02.08.2016 23:00,12,479.3,,1.4,73,3,,,,,,7.3,,
02.08.2016 20:00,16,477.9,,-0.3,54,1,,,,,1500-2000,6.7,,
02.08.2016 17:00,15.4,478.2,,-1.6,48,2,,,,,1500-2000,4.5,,
02.08.2016 14:00,16.5,479.8,,-0.8,53,2,,,9.7,,1000-1500,6.9,,
02.08.2016 11:00,14.4,480.6,,0.6,60,2,,,,,600-1000,6.7,,
02.08.2016 08:00,10.2,480,,0.3,89,0,,,,,600-1000,8.5,,
02.08.2016 05:00,10.5,479.7,,-0.4,82,1,,,,,,7.6,,
02.08.2016 02:00,12.5,480.1,,0.4,68,1,,,,18.7,,6.8,,
01.08.2016 23:00,13.8,479.7,,1.4,63,1,,,,,,6.9,,
01.08.2016 20:00,14.5,478.3,,-0.2,67,2,,,,,1500-2000,8.5,1,6
01.08.2016 17:00,18.1,478.5,,-2.1,44,1,,,,,1500-2000,5.7,,
01.08.2016 14:00,14.3,480.6,,-0.6,63,3,,,8.6,,1500-2000,7.4,,
01.08.2016 11:00,11.7,481.2,,0.4,75,1,,,,,600-1000,7.4,,
01.08.2016 08:00,8.6,480.8,,0.2,87,2,,,,,600-1000,6.6,3,6
01.08.2016 05:00,8.9,480.6,,-0.3,89,1,,,,,,7.2,,
01.08.2016 02:00,9.6,480.9,,0.7,92,1,,,,18.6,,8.4,2,6
31.07.2016 23:00,13.2,480.2,,1.4,71,2,,,,,,8.1,,
31.07.2016 20:00,15.2,478.8,,-0.4,58,2,,,,,1500-2000,7,,
31.07.2016 17:00,15.2,479.2,,-1.7,61,5,,,,,1500-2000,7.7,,
31.07.2016 14:00,15.8,480.9,,-0.6,57,1,,,9.7,,1000-1500,7.3,Trace of precipitation,6
31.07.2016 11:00,13.4,481.5,,0.6,71,2,,,,,600-1000,8.3,,
31.07.2016 08:00,10,480.9,,0.3,90,1,,,,,600-1000,8.4,5,6
31.07.2016 05:00,10.1,480.6,,-0.7,91,2,,,,,,8.7,,
31.07.2016 02:00,10.4,481.3,,0.5,89,1,,,,20.2,,8.7,3,6
30.07.2016 23:00,12.8,480.8,,1.8,79,2,,,,,,9.3,,
30.07.2016 20:00,16.5,479,,0.1,54,1,,,,,1500-2000,7.2,Trace of precipitation,6
30.07.2016 17:00,18.2,478.9,,-1.4,51,4,,,,,1500-2000,7.9,,
30.07.2016 14:00,17.8,480.3,,-0.9,51,3,,,11.8,,1500-2000,7.5,Trace of precipitation,6
30.07.2016 11:00,13,481.2,,0.9,68,3,,,,,600-1000,7.2,,
30.07.2016 08:00,12.1,480.3,,,72,2,,,,,600-1000,7.2,,
29.07.2016 23:00,17,479.3,,1.2,45,3,,,,,,5,,
29.07.2016 20:00,18.9,478.1,,-0.4,45,1,,,,,1500-2000,6.7,,
29.07.2016 17:00,20,478.5,,-1.6,38,2,,,,,1500-2000,5.3,,
29.07.2016 14:00,17.9,480.1,,-0.9,48,2,,,11.3,,1500-2000,6.7,,
29.07.2016 11:00,15.3,481,,0.3,53,2,,,,,1500-2000,5.8,,
29.07.2016 08:00,11.3,480.7,,0.6,75,3,,,,,1500-2000,7,0.1,12
29.07.2016 05:00,11.6,480.1,,-0.5,73,1,,,,,,6.9,,
29.07.2016 02:00,12,480.6,,0,76,2,,,,19.1,,7.9,0.1,6
28.07.2016 23:00,12.7,480.6,,1,69,2,,,,,,7,,
28.07.2016 20:00,14.7,479.6,,0.2,58,4,,,,,1500-2000,6.5,Trace of precipitation,6
28.07.2016 17:00,18.8,479.4,,-1.3,44,3,,,,,1500-2000,6.3,,
28.07.2016 14:00,17.3,480.7,,-1.1,48,3,,,9.1,,1500-2000,6.2,Trace of precipitation,6
28.07.2016 11:00,14.9,481.8,,0.1,59,1,,,,,1500-2000,7,,
28.07.2016 08:00,10.9,481.7,,0.1,77,1,,,,,1500-2000,7,0.1,12
28.07.2016 05:00,9.3,481.6,,-0.6,89,0,,,,,,7.6,,
28.07.2016 02:00,11.3,482.2,,-0.2,79,0,,,,20.9,,7.8,0.1,6
27.07.2016 23:00,13,482.4,,1.3,67,2,,,,,,7,,
27.07.2016 20:00,12.4,481.1,,0.8,78,1,,,,,1500-2000,8.7,3,6
27.07.2016 17:00,20.4,480.3,,-1.8,48,1,,,,,1500-2000,9,,
27.07.2016 14:00,16.9,482.1,,-0.8,52,2,,,10.1,,1500-2000,7,,
27.07.2016 11:00,15,482.9,,0.5,57,1,,,,,1500-2000,6.6,,
27.07.2016 08:00,10.1,482.4,,0,83,1,,,,,1500-2000,7.3,,
27.07.2016 05:00,11.6,482.4,,0,64,1,,,,,,5,,
27.07.2016 02:00,11.8,482.4,,0,78,1,,,,20.5,,8.1,,
26.07.2016 23:00,13.2,482.4,,0.9,71,0,,,,,,8.1,,
26.07.2016 20:00,16.4,481.5,,0.4,56,2,,,,,1500-2000,7.6,,
26.07.2016 17:00,18.3,481.1,,-1.6,52,3,,,,,1500-2000,8.3,,
26.07.2016 14:00,16.8,482.7,,-0.6,61,3,,,10.4,,1500-2000,9.2,,
26.07.2016 11:00,13.8,483.3,,0.6,69,2,,,,,1000-1500,8.2,,
26.07.2016 08:00,10.9,482.7,,0.3,84,1,,,,,1000-1500,8.3,2,12
26.07.2016 05:00,10.9,482.4,,-0.3,90,0,,,,,,9.3,,
26.07.2016 02:00,11.1,482.7,,0.3,89,1,,,,21.3,,9.4,2,6
25.07.2016 23:00,11.7,482.4,,1.5,80,2,,,,,,8.4,,
25.07.2016 20:00,14.6,480.9,,1.1,77,1,,,,,1500-2000,10.6,7,6
25.07.2016 17:00,20.6,479.8,,-2,45,2,,,,,1500-2000,8.3,,
25.07.2016 14:00,16.4,481.8,,-0.9,61,2,,,9.8,,1000-1500,8.9,,
25.07.2016 11:00,14.2,482.7,,0.5,62,2,,,,,1000-1500,7,,
25.07.2016 08:00,10,482.2,,0.3,88,0,,,,,600-1000,8.1,2,6
25.07.2016 05:00,10.2,481.9,,-0.4,90,2,,,,,,8.6,,
25.07.2016 02:00,10.4,482.3,,0.7,92,0,,,,20,,9.2,6,6
24.07.2016 23:00,12.4,481.6,,2.1,85,1,,,,,,10,,
24.07.2016 20:00,16.7,479.5,,-0.2,54,4,,,,,1500-2000,7.4,,
24.07.2016 17:00,18.8,479.7,,-1.7,52,2,,,,,1500-2000,8.7,,
24.07.2016 14:00,14.5,481.4,,-0.4,68,2,,,8.6,,1500-2000,8.7,0.4,6
24.07.2016 11:00,11.3,481.8,,0.5,76,2,,,,,600-1000,7.2,,
24.07.2016 08:00,8.7,481.3,,0.1,93,1,,,,,600-1000,7.6,17,6
24.07.2016 05:00,9.2,481.2,,-0.3,94,2,,,,,,8.3,,
24.07.2016 02:00,10.5,481.5,,0.6,90,1,,,,18.9,,8.9,9,6
23.07.2016 23:00,10.5,480.9,,2.4,87,1,,,,,,8.4,,
23.07.2016 20:00,17.4,478.5,,-0.4,60,1,,,,,1500-2000,9.6,7,6
23.07.2016 17:00,13.4,478.9,,-0.8,75,1,,,,,1500-2000,9.1,,
23.07.2016 14:00,18.4,479.7,,-1,57,2,,,9.6,,1000-1500,9.7,,
23.07.2016 11:00,14.1,480.7,,0.4,71,2,,,,,600-1000,8.9,,
23.07.2016 08:00,9.8,480.3,,0.3,89,0,,,,,600-1000,8.1,1,6
23.07.2016 05:00,10.1,480,,-0.6,91,1,,,,,,8.7,,
23.07.2016 02:00,10.6,480.6,,1.2,88,0,,,,20,,8.7,8,6
22.07.2016 23:00,12.9,479.4,,1.1,83,2,,,,,,10.1,,
22.07.2016 20:00,14.9,478.3,,0.3,69,2,,,,,1500-2000,9.3,,
22.07.2016 17:00,19.1,478,,-2.1,54,2,,,,,1500-2000,9.6,,
22.07.2016 14:00,15.2,480.1,,-0.7,70,1,,,10,,1000-1500,9.8,3,6
22.07.2016 11:00,12,480.8,,0.4,83,1,,,,,600-1000,9.2,,
22.07.2016 08:00,10.8,480.4,,0.2,81,3,,,,,600-1000,7.7,0.7,6
22.07.2016 05:00,11.2,480.2,,-0.6,82,1,,,,,,8.2,,
22.07.2016 02:00,11.6,480.8,,0.3,81,1,,,,16.8,,8.5,0.7,6
21.07.2016 23:00,13.7,480.5,,0.9,66,2,,,,,,7.5,,
21.07.2016 20:00,15.6,479.6,,-0.6,57,3,,,,,1500-2000,7.1,0.6,6
21.07.2016 17:00,14.5,480.2,,-1.2,74,1,,,,,1000-1500,9.9,,
21.07.2016 14:00,12.9,481.4,,0.4,71,1,,,10.5,,1000-1500,7.8,1,6
21.07.2016 11:00,14.6,481,,0.4,70,2,,,,,1000-1500,9.2,,
21.07.2016 08:00,11,480.6,,0.1,89,1,,,,,600-1000,9.3,7,6
21.07.2016 05:00,10.8,480.5,,-0.1,91,1,,,,,,9.4,,
21.07.2016 02:00,12.6,480.6,,1.3,84,2,,,,20.4,,10,3,6
20.07.2016 23:00,15.3,479.3,,1.3,65,2,,,,,,8.8,,
20.07.2016 20:00,18.6,478,,-0.8,53,2,,,,,1500-2000,8.8,,
20.07.2016 17:00,18.8,478.8,,-0.9,51,3,,,,,1500-2000,8.5,,
20.07.2016 14:00,19,479.7,,-0.2,49,2,,,12.8,,1500-2000,8.1,,
20.07.2016 11:00,17.2,479.9,,0.7,53,1,,,,,1000-1500,7.5,,
20.07.2016 08:00,13.1,479.2,,0.2,81,1,,,,,1000-1500,9.9,,
20.07.2016 05:00,14.4,479,,-0.4,68,2,,,,,,8.6,,
20.07.2016 02:00,15.1,479.4,,0.4,65,1,,,,21.5,,8.6,,
19.07.2016 23:00,15.9,479,,0.9,59,1,,,,,,7.9,,
19.07.2016 20:00,18.2,478.1,,0.4,52,4,,,,,1500-2000,8.2,,
19.07.2016 17:00,20.2,477.7,,-1.7,50,2,,,,,1500-2000,9.5,,
19.07.2016 14:00,17.9,479.4,,-0.9,58,2,,,10.7,,1500-2000,9.5,0.7,6
19.07.2016 11:00,11.8,480.3,,0.6,85,2,,,,,600-1000,9.4,,
19.07.2016 08:00,11.1,479.7,,0.5,87,2,,,,,600-1000,9,1,6
19.07.2016 05:00,12.7,479.2,,0.1,78,2,,,,,,9,,
19.07.2016 02:00,15.4,479.1,,0.6,57,1,,,,20.1,,6.9,,
18.07.2016 23:00,16.2,478.5,,1.1,51,1,,,,,,6.1,,
18.07.2016 20:00,19.4,477.4,,-0.5,45,0,,,,,1500-2000,7.2,0.6,6
18.07.2016 17:00,18.7,477.9,,-2.1,47,1,,,,,1500-2000,7.2,,
18.07.2016 14:00,12.4,480,,-0.2,79,2,,,12.2,,1500-2000,8.9,0.8,6
18.07.2016 11:00,16.4,480.2,,,56,1,,,,,1500-2000,7.6,,
18.07.2016 09:00,13,479.9,,,76,1,,,,,1500-2000,8.9,,
18.07.2016 05:00,14.1,479.4,,-0.5,68,1,,,,,,8.3,,
18.07.2016 02:00,15.1,479.9,,0,64,2,,,,22.4,,8.3,,
17.07.2016 23:00,16.4,479.9,,1,57,2,,,,,,7.9,,
17.07.2016 20:00,18,478.9,,-0.1,45,1,,,,,1500-2000,5.9,,
17.07.2016 17:00,17.3,479,,-1,53,5,,,,,1500-2000,7.6,,
17.07.2016 14:00,20.4,480,,-1.2,41,2,,,13.5,,1500-2000,6.7,0.2,6
17.07.2016 11:00,17.8,481.2,,0.8,46,2,,,,,1500-2000,6,,
17.07.2016 08:00,14.2,480.4,,0.4,58,1,,,,,1500-2000,6.1,,
17.07.2016 05:00,14.5,480,,-0.1,57,1,,,,,,6.1,,
17.07.2016 02:00,16.2,480.1,,0.6,53,2,,,,23.1,,6.6,,
16.07.2016 23:00,17.9,479.5,,1.3,44,2,,,,,,5.5,,
16.07.2016 20:00,21.3,478.2,,-0.2,40,2,,,,,1500-2000,7.2,,
16.07.2016 17:00,21.8,478.4,,-1.4,37,5,,,,,1500-2000,6.5,,
16.07.2016 14:00,20.9,479.8,,-0.8,39,1,,,10.5,,1500-2000,6.4,,
16.07.2016 11:00,18,480.6,,0.4,49,2,,,,,1500-2000,7.1,,
16.07.2016 08:00,11.6,480.2,,0.7,71,1,,,,,2000-2500,6.5,,
16.07.2016 05:00,12.5,479.5,,-0.3,67,1,,,,,,6.5,,
16.07.2016 02:00,12.4,479.8,,0.7,75,1,,,,22,,8.1,,
15.07.2016 23:00,14.8,479.1,,0.7,62,0,,,,,,7.6,,
15.07.2016 20:00,21.5,478.4,,-0.7,27,1,,,,,1500-2000,1.7,,
15.07.2016 17:00,21.4,479.1,,-1.3,30,3,,,,,1500-2000,3.1,,
15.07.2016 14:00,20.3,480.4,,-0.8,27,1,,,9.4,,1500-2000,0.7,,
15.07.2016 11:00,17.3,481.2,,0.6,51,1,,,,,1500-2000,7.1,,
15.07.2016 08:00,11,480.6,,0.6,76,1,,,,,2000-2500,6.9,,
15.07.2016 05:00,11.9,480,,0.3,70,1,,,,,,6.6,,
15.07.2016 02:00,14.2,479.7,,0.4,73,1,,,,23.7,,9.4,,
14.07.2016 23:00,14.8,479.3,,1.2,76,0,,,,,,10.6,,
14.07.2016 20:00,22.4,478.1,,-0.4,34,2,,,,,1500-2000,5.8,,
14.07.2016 17:00,22.8,478.5,,-1.4,35,1,,,,,1500-2000,6.6,,
14.07.2016 14:00,21.1,479.9,,-1,44,1,,,9.8,,1500-2000,8.4,,
14.07.2016 11:00,17.3,480.9,,0.3,59,1,,,,,1500-2000,9.2,,
14.07.2016 08:00,10.2,480.6,,0.6,96,0,,,,,2000-2500,9.6,,
14.07.2016 05:00,11.3,480,,-0.6,89,1,,,,,,9.6,,
14.07.2016 02:00,12.3,480.6,,-0.1,78,1,,,,17.7,,8.6,,
13.07.2016 23:00,13.5,480.7,,1,85,1,,,,,,11,,
13.07.2016 20:00,14.8,479.7,,-0.2,72,1,,,,,600-1000,9.8,2,6
13.07.2016 17:00,16.8,479.9,,-1.4,60,1,,,,,1000-1500,9,,
13.07.2016 14:00,11.3,481.3,,0.2,88,2,,,11,,600-1000,9.4,5,6
13.07.2016 11:00,11.8,481.1,,0.7,85,2,,,,,600-1000,9.4,,
13.07.2016 08:00,11.7,480.4,,0.7,83,2,,,,,600-1000,8.9,Trace of precipitation,12
13.07.2016 05:00,13.4,479.7,,0.3,70,3,,,,,,8,,
13.07.2016 02:00,15.3,479.4,,0.3,70,1,,,,22.2,,9.9,,
12.07.2016 23:00,16.8,479.1,,1,60,1,,,,,,9,,
12.07.2016 20:00,20.1,478.1,,-0.6,49,1,,,,,1500-2000,9.1,,
12.07.2016 17:00,19.8,478.7,,-1.5,50,1,,,,,1500-2000,9.1,,
12.07.2016 14:00,17.9,480.2,,-0.9,58,2,,,10.8,,1500-2000,9.5,0.1,6
12.07.2016 11:00,14.6,481.1,,0.5,74,2,,,,,600-1000,10,,
12.07.2016 08:00,11.4,480.6,,0.3,90,1,,,,,600-1000,9.8,6,6
12.07.2016 05:00,11.3,480.3,,-0.1,89,2,,,,,,9.6,,
12.07.2016 02:00,11.9,480.4,,0.5,91,1,,,,19.6,,10.5,0.1,6
11.07.2016 23:00,14.3,479.9,,1.4,72,2,,,,,,9.3,,
11.07.2016 20:00,17.4,478.5,,0.3,60,2,,,,,1500-2000,9.6,,
11.07.2016 17:00,18.8,478.2,,-1.7,49,2,,,,,1500-2000,7.9,,
11.07.2016 14:00,17,479.9,,-0.9,59,2,,,9.8,,1000-1500,8.9,1,6
11.07.2016 11:00,12.4,480.8,,0.9,78,1,,,,,600-1000,8.7,,
11.07.2016 08:00,10.2,479.9,,0.5,94,1,,,,,600-1000,9.3,20,6
11.07.2016 05:00,10.2,479.4,,-0.1,92,2,,,,,,9,,
11.07.2016 02:00,12.2,479.5,,0.8,87,1,,,,21.8,,10.1,4,6
10.07.2016 23:00,16.6,478.7,,1.7,53,5,,,,,,7,,
10.07.2016 20:00,19.7,477,,0.2,49,1,,,,,1000-1500,8.7,,
10.07.2016 17:00,21.4,476.8,,-1.7,44,4,,,,,1500-2000,8.7,,
10.07.2016 14:00,18.3,478.5,,-0.9,52,2,,,12.2,,1000-1500,8.3,,
10.07.2016 11:00,14.9,479.4,,0.5,67,2,,,,,600-1000,8.8,,
10.07.2016 08:00,12.4,478.9,,0.4,79,1,,,,,600-1000,8.9,0.7,12
10.07.2016 05:00,13,478.5,,0,78,2,,,,,,9.3,,
10.07.2016 02:00,14.2,478.5,,0.6,73,1,,,,22.9,,9.4,0.7,6
09.07.2016 23:00,19.3,477.9,,1,42,1,,,,,,6.1,,
09.07.2016 20:00,21.1,476.9,,-0.6,39,1,,,,,1500-2000,6.6,,
09.07.2016 17:00,21.1,477.5,,-1.5,43,3,,,,,1500-2000,8,,
09.07.2016 14:00,19.4,479,,-0.9,46,1,,,14.1,,1500-2000,7.5,0.4,6
09.07.2016 11:00,14.6,479.9,,1.3,67,4,,,,,1500-2000,8.5,,
09.07.2016 08:00,15.6,478.6,,0.7,57,1,,,,,2000-2500,7.1,,
09.07.2016 05:00,15.9,477.9,,0,54,1,,,,,,6.6,,
09.07.2016 02:00,17.1,477.9,,0.5,50,1,,,,23.6,,6.6,,
08.07.2016 23:00,18.6,477.4,,1.2,48,2,,,,,,7.4,,
08.07.2016 20:00,21.2,476.2,,-0.7,41,1,,,,,1500-2000,7.4,,
08.07.2016 17:00,22.1,476.9,,-1.6,35,3,,,,,1500-2000,5.9,,
08.07.2016 14:00,21.2,478.5,,-1.2,35,1,,,14,,1500-2000,5.1,,
08.07.2016 11:00,18.4,479.7,,0.5,47,1,,,,,1500-2000,6.9,,
08.07.2016 08:00,15.1,479.2,,0.5,55,1,,,,,2000-2500,6.1,,
08.07.2016 05:00,14.5,478.7,,0.2,58,1,,,,,,6.3,,
08.07.2016 02:00,16.8,478.5,,0.6,48,1,,,,24.9,,5.7,,
07.07.2016 23:00,19.5,477.9,,1.3,41,3,,,,,,5.9,,
07.07.2016 20:00,22.5,476.6,,-0.8,34,2,,,,,1500-2000,5.9,,
07.07.2016 17:00,23.8,477.4,,-1.5,33,2,,,,,1500-2000,6.6,,
07.07.2016 14:00,21.5,478.9,,-0.8,35,1,,,13.4,,1500-2000,5.4,,
07.07.2016 11:00,19,479.7,,0.3,44,2,,,,,1500-2000,6.5,,
07.07.2016 08:00,14,479.4,,0.4,60,1,,,,,2000-2500,6.4,,
07.07.2016 05:00,14.8,479,,-0.1,57,1,,,,,,6.4,,
07.07.2016 02:00,16.7,479.1,,0.9,52,2,,,,23.5,,6.8,,
06.07.2016 23:00,18,478.2,,1.5,52,2,,,,,,8,,
06.07.2016 20:00,20.3,476.7,,-0.3,47,2,,,,,1500-2000,8.6,,
06.07.2016 17:00,23.4,477,,-1.5,34,2,,,,,1500-2000,6.7,,
06.07.2016 14:00,21.1,478.5,,-0.8,42,1,,,12.8,,1500-2000,7.7,,
06.07.2016 11:00,19,479.3,,0.3,45,2,,,,,1500-2000,6.8,,
06.07.2016 08:00,13.9,479,,0.6,62,0,,,,,2000-2500,6.7,,
06.07.2016 05:00,13.6,478.4,,-0.1,64,1,,,,,,6.9,,
06.07.2016 02:00,15.3,478.5,,0.9,60,1,,,,21.3,,7.6,,
05.07.2016 23:00,16.6,477.6,,1.2,69,2,,,,,,10.9,,
05.07.2016 20:00,18.1,476.4,,0.1,55,1,,,,,1500-2000,8.9,Trace of precipitation,6
05.07.2016 17:00,19.9,476.3,,-1.6,44,2,,,,,1500-2000,7.3,,
05.07.2016 14:00,19.4,477.9,,-1,51,2,,,12,,2000-2500,9,,
05.07.2016 11:00,17,478.9,,0.4,56,2,,,,,600-1000,8.2,,
05.07.2016 08:00,12.6,478.5,,0.3,81,1,,,,,1000-1500,9.4,0.7,12
05.07.2016 05:00,13.3,478.2,,-0.5,72,2,,,,,,8.4,,
05.07.2016 02:00,13.5,478.7,,0.8,74,4,,,,20.9,,9,0.7,6
04.07.2016 23:00,16.6,477.9,,1,64,0,,,,,,9.8,,
04.07.2016 20:00,19.8,476.9,,-0.3,41,1,,,,,1500-2000,6.2,,
04.07.2016 17:00,18.6,477.2,,-1,45,3,,,,,1500-2000,6.4,,
04.07.2016 14:00,19.7,478.2,,-1.2,44,2,,,12,,1500-2000,7.1,,
04.07.2016 11:00,17.7,479.4,,0.3,55,1,,,,,1500-2000,8.6,,
04.07.2016 08:00,12.2,479.1,,0.5,85,1,,,,,2000-2500,9.8,0.1,6
04.07.2016 05:00,13.2,478.6,,-0.5,76,2,,,,,,9.1,,
04.07.2016 02:00,14.5,479.1,,0.4,68,2,,,,21.4,,8.7,0.3,6
03.07.2016 23:00,15.7,478.7,,1.7,60,3,,,,,,8,,
03.07.2016 20:00,19.3,477,,-0.6,49,4,,,,,1500-2000,8.3,,
03.07.2016 17:00,20.1,477.6,,-2.1,47,2,,,,,1500-2000,8.4,,
03.07.2016 14:00,17,479.7,,-0.9,57,3,,,9.5,,1500-2000,8.4,0.1,6
03.07.2016 11:00,12.4,480.6,,0.3,81,2,,,,,600-1000,9.2,,
03.07.2016 08:00,10.1,480.3,,0.2,89,1,,,,,600-1000,8.4,2,6
03.07.2016 05:00,9.6,480.1,,-0.2,91,1,,,,,,8.2,,
03.07.2016 02:00,10.5,480.3,,0.7,91,1,,,,18.2,,9.1,11,6
02.07.2016 23:00,14,479.6,,1.4,72,2,,,,,,9,,
02.07.2016 20:00,15.8,478.2,,0,62,1,,,,,1500-2000,8.5,Trace of precipitation,6
02.07.2016 17:00,17.3,478.2,,-1.4,63,2,,,,,1500-2000,10.2,,
02.07.2016 14:00,14.1,479.6,,-0.4,68,1,,,10.1,,1000-1500,8.3,0.9,6
02.07.2016 11:00,10.9,480,,0.9,88,2,,,,,600-1000,9,,
02.07.2016 08:00,10.5,479.1,,0.6,90,1,,,,,600-1000,8.9,6,6
02.07.2016 05:00,10.4,478.5,,-0.5,95,2,,,,,,9.6,,
02.07.2016 02:00,11.3,479,,-0.2,87,1,,,,21.4,,9.2,3,6
01.07.2016 23:00,12,479.2,,1.4,86,1,,,,,,9.7,,
01.07.2016 20:00,15.6,477.8,,0.4,56,4,,,,,1500-2000,6.9,,
01.07.2016 17:00,16.7,477.4,,-1.1,48,6,,,,,1500-2000,5.6,,
01.07.2016 14:00,19.1,478.5,,-1.5,47,2,,,12,,1500-2000,7.5,,
01.07.2016 11:00,16.4,480,,0.5,58,2,,,,,1500-2000,8.1,,
01.07.2016 08:00,12.2,479.5,,0.3,74,1,,,,,2000-2500,7.7,Trace of precipitation,12
01.07.2016 05:00,12.4,479.2,,-0.7,74,1,,,,,,7.9,,
01.07.2016 02:00,12.7,479.9,,0.5,75,2,,,,20.5,,8.4,,
30.06.2016 23:00,15.9,479.4,,1.3,62,2,,,,,,8.6,,
30.06.2016 20:00,18.4,478.1,,0,51,2,,,,,1500-2000,8.1,Trace of precipitation,6
30.06.2016 17:00,19.8,478.1,,-1.9,48,3,,,,,1500-2000,8.5,,
30.06.2016 14:00,18.4,480,,-1.4,58,1,,,10.2,,1500-2000,10,,
30.06.2016 11:00,14.9,481.4,,0.2,68,2,,,,,1000-1500,9.1,,
30.06.2016 08:00,10.3,481.2,,0,90,0,,,,,1000-1500,8.7,0.7,6
30.06.2016 05:00,10.9,481.2,,-0.9,84,1,,,,,,8.3,,
