Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
20.09.2017 05:45,17.4,607.9,,98,Wind blowing from the south-east,2,"90  or more, but not 100%",,,40%.,300-600,6,17.1,,
19.09.2017 14:45,22.7,607.7,-1.1,70,Wind blowing from the south,2,"90  or more, but not 100%",,,20–30%.,200-300,7,17,,
19.09.2017 11:45,20.5,608.8,0,92,"Calm, no wind",0,100%.,,,50%.,200-300,2,19.2,,
19.09.2017 08:45,18.2,608.8,0.8,97,"Calm, no wind",0,100%.,17.2,,20–30%.,200-300,3,17.7,No precipitation,24
19.09.2017 05:45,17.6,608,,93,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,3,16.5,,
18.09.2017 17:45,22,608,0.1,84,Wind blowing from the east,3,60%.,,26.5,40%.,300-600,8,19.2,No precipitation,9
18.09.2017 14:45,22.4,607.9,-6.4,78,Wind blowing from the south,2,"90  or more, but not 100%",,,20–30%.,200-300,8,18.3,,
18.09.2017 11:45,25,614.3,4.3,70,Wind blowing from the east,2,50%.,,,20–30%.,300-600,8,19.1,,
18.09.2017 08:45,21.3,610,2.9,87,Wind blowing from the west,2,40%.,18,,40%.,300-600,7,19,No precipitation,24
18.09.2017 05:45,18,607.1,,100,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,3,18,,
17.09.2017 17:45,25,607.6,-0.2,77,Wind blowing from the south,3,60%.,,27.4,40%.,200-300,8,20.7,No precipitation,9
17.09.2017 14:45,27,607.8,-1.3,64,Wind blowing from the south,2,70 – 80%.,,,40%.,300-600,8,19.5,,
17.09.2017 11:45,26.2,609.1,0,75,Wind blowing from the east,2,60%.,,,40%.,300-600,8,21.4,,
17.09.2017 08:45,20.4,609.1,0.6,96,"Calm, no wind",0,60%.,18.3,,40%.,300-600,6,19.8,No precipitation,24
17.09.2017 05:45,18.6,608.5,,100,Wind blowing from the east,1,100%.,,,50%.,200-300,3,18.6,,
16.09.2017 17:45,23.4,607.1,-1.5,70,Wind blowing from the west,2,20–30%.,,26.4,20–30%.,300-600,8,17.5,No precipitation,9
16.09.2017 14:45,25.8,608.6,-0.7,67,Wind blowing from the east-southeast,2,50%.,,,40%.,200-300,7,19.2,,
16.09.2017 11:45,24.2,609.3,-0.7,78,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,300-600,8,20.1,,
16.09.2017 08:45,18.6,610,,98,Wind blowing from the south,3,"90  or more, but not 100%",17.1,,40%.,300-600,6,18.2,No precipitation,24
15.09.2017 17:45,20.4,607.9,-0.9,92,"Calm, no wind",0,"90  or more, but not 100%",,25.4,50%.,300-600,7,19.1,No precipitation,9
15.09.2017 14:45,23.9,608.8,-1.2,76,Wind blowing from the east,2,100%.,,,20–30%.,300-600,8,19.5,,
15.09.2017 11:45,23.6,610,0.6,76,"Calm, no wind",0,60%.,,,40%.,300-600,7,19.2,,
15.09.2017 08:45,19.4,609.4,1.2,95,Wind blowing from the east,2,60%.,16.3,,20–30%.,300-600,6,18.6,No precipitation,24
15.09.2017 05:45,17.1,608.2,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17.1,,
14.09.2017 17:45,22.8,608.1,-1,81,Wind blowing from the south,2,20–30%.,,25.7,20–30%.,300-600,7,19.3,No precipitation,9
14.09.2017 14:45,24.4,609.1,-1.3,74,Wind blowing from the east,2,60%.,,,40%.,300-600,8,19.4,,
14.09.2017 11:45,24.4,610.4,0.4,73,Wind blowing from the east,2,70 – 80%.,,,50%.,300-600,8,19.3,,
14.09.2017 08:45,20,610,0.6,92,Wind blowing from the south-east,2,70 – 80%.,17.1,,40%.,200-300,7,18.6,No precipitation,24
14.09.2017 05:45,17.4,609.4,,98,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,17.1,,
13.09.2017 17:45,23,608.1,-0.9,78,Wind blowing from the north-west,2,20–30%.,,26.6,20–30%.,200-300,6,19,No precipitation,9
13.09.2017 14:45,25.6,609,-1.6,65,Wind blowing from the west,3,50%.,,,20–30%.,300-600,8,18.5,,
13.09.2017 11:45,25,610.6,0.5,65,"Calm, no wind",0,20–30%.,,,20–30%.,200-300,8,18,,
13.09.2017 08:45,22,610.1,0.7,80,"Calm, no wind",0,20–30%.,16,,20–30%.,300-600,7,18.4,No precipitation,24
13.09.2017 05:45,16.4,609.4,,94,"Calm, no wind",0,60%.,,,40%.,300-600,6,15.5,,
12.09.2017 17:45,23.2,608.2,-0.3,78,Wind blowing from the south,2,20–30%.,,26.5,20–30%.,200-300,8,19.2,No precipitation,9
12.09.2017 14:45,25.7,608.5,-2.1,72,Wind blowing from the west,2,40%.,,,40%.,300-600,8,20.3,,
12.09.2017 11:45,25.4,610.6,0.3,68,Wind blowing from the north-west,2,20–30%.,,,20–30%.,200-300,8,19,,
12.09.2017 08:45,21.4,610.3,0.3,84,Wind blowing from the south-east,2,60%.,15.5,,20–30%.,300-600,7,18.6,No precipitation,24
12.09.2017 05:45,15.6,610,,100,"Calm, no wind",0,no clouds,,,,,6,15.6,,
11.09.2017 17:45,22.9,608.2,-0.9,79,Wind blowing from the east,2,20–30%.,,26,20–30%.,200-300,8,19,No precipitation,9
11.09.2017 14:45,25.5,609.1,-1.2,62,Wind blowing from the south,2,40%.,,,40%.,300-600,8,17.8,,
11.09.2017 11:45,25,610.3,0.4,73,Wind blowing from the south,2,20–30%.,,,20–30%.,200-300,8,19.9,,
11.09.2017 08:45,19.6,609.9,1.4,90,Wind blowing from the east-southeast,1,"90  or more, but not 100%",16.5,,40%.,300-600,7,17.9,No precipitation,24
11.09.2017 05:45,17,608.5,,98,"Calm, no wind",0,70 – 80%.,,,20–30%.,300-600,6,16.7,,
10.09.2017 17:45,22.9,608.2,-0.3,76,Wind blowing from the south-southwest,2,"10%  or less, but not 0",,26.2,"10%  or less, but not 0",300-600,8,18.4,No precipitation,9
10.09.2017 14:45,25.6,608.5,-1,68,Wind blowing from the west,2,20–30%.,,,20–30%.,200-300,8,19.3,,
10.09.2017 11:45,24.8,609.5,0.6,62,Wind blowing from the south,2,40%.,,,40%.,300-600,8,17.1,,
10.09.2017 08:45,20,608.9,0.7,92,Wind blowing from the south,2,70 – 80%.,16.5,,40%.,300-600,7,18.6,No precipitation,24
10.09.2017 05:45,16.8,608.2,,100,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,6,16.8,,
09.09.2017 17:45,22.9,607.2,-0.4,82,Wind blowing from the east,2,20–30%.,,25.8,20–30%.,300-600,8,19.6,No precipitation,9
09.09.2017 14:45,25.3,607.6,-1.4,67,Wind blowing from the south-southwest,2,20–30%.,,,20–30%.,200-300,8,18.6,,
09.09.2017 11:45,24,609,-0.1,68,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,300-600,8,17.6,,
09.09.2017 08:45,19.4,609.1,1,88,Wind blowing from the east,1,20–30%.,15.5,,20–30%.,100-200,8,17.4,No precipitation,24
09.09.2017 05:45,17,608.1,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17,,
08.09.2017 17:45,22,608,-0.6,79,Wind blowing from the west,2,20–30%.,,25.4,20–30%.,200-300,8,18.2,No precipitation,9
08.09.2017 14:45,23.9,608.6,-1.2,75,Wind blowing from the south,1,60%.,,,20–30%.,300-600,8,19.2,,
08.09.2017 11:45,22.6,609.8,0.2,80,Wind blowing from the east,2,"90  or more, but not 100%",,,40%.,200-300,6,19,,
08.09.2017 08:45,19.4,609.6,,94,Wind blowing from the east-southeast,1,70 – 80%.,15.9,,40%.,300-600,6,18.4,No precipitation,24
07.09.2017 17:45,22.6,607.9,-1,81,Wind blowing from the west,2,20–30%.,,25,20–30%.,300-600,8,19.1,No precipitation,9
07.09.2017 14:45,23.3,608.9,-1.1,71,Wind blowing from the south-southwest,2,60%.,,,50%.,200-300,8,17.7,,
07.09.2017 11:45,23.3,610,0.7,72,Wind blowing from the west,2,70 – 80%.,,,20–30%.,Less than  50,7,18,,
07.09.2017 08:45,19.2,609.3,0.8,94,Wind blowing from the south,2,60%.,16.3,,40%.,200-300,6,18.2,No precipitation,24
07.09.2017 05:45,16.8,608.5,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,16.8,,
06.09.2017 17:45,22.6,607.4,-0.8,82,Wind blowing from the west,2,40%.,,26.2,40%.,300-600,8,19.4,No precipitation,9
06.09.2017 14:45,23.6,608.2,-0.7,75,Wind blowing from the south,1,50%.,,,20–30%.,200-300,8,18.9,,
06.09.2017 11:45,24.8,608.9,0.4,76,Wind blowing from the east,2,60%.,,,40%.,300-600,7,20.3,,
06.09.2017 08:45,18.8,608.5,1.2,98,Wind blowing from the south-east,2,"90  or more, but not 100%",17.1,,"90  or more, but not 100%",100-200,3,18.5,No precipitation,24
06.09.2017 05:45,17.5,607.3,,96,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,16.9,,
05.09.2017 17:45,22.3,607.3,-0.9,91,Wind blowing from the west,2,60%.,,26.2,40%.,300-600,8,20.8,No precipitation,9
05.09.2017 14:45,25.2,608.2,-0.6,80,Wind blowing from the north-west,2,70 – 80%.,,,20–30%.,200-300,8,21.4,,
05.09.2017 11:45,23,608.8,0.7,85,Wind blowing from the south,3,40%.,,,40%.,300-600,8,20.3,,
05.09.2017 08:45,20.8,608.1,0.8,88,Wind blowing from the south-east,2,40%.,17,,20–30%.,300-600,6,18.8,No precipitation,24
05.09.2017 05:45,17.2,607.3,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17.2,,
04.09.2017 17:45,22.4,606.4,-1.3,89,Wind blowing from the south,2,20–30%.,,25.4,20–30%.,200-300,8,20.5,No precipitation,9
04.09.2017 14:45,24.4,607.7,-0.9,78,Wind blowing from the north-west,2,20–30%.,,,20–30%.,200-300,8,20.2,,
04.09.2017 11:45,24.4,608.6,-0.2,79,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,8,20.5,,
04.09.2017 08:45,21,608.8,1.3,87,Wind blowing from the south-east,2,50%.,15.3,,20–30%.,300-600,7,18.8,No precipitation,24
04.09.2017 05:45,15.4,607.5,,98,"Calm, no wind",0,no clouds,,,,,6,15.1,,
03.09.2017 17:45,20.2,605.8,,95,Wind blowing from the east,2,20–30%.,,25.8,20–30%.,300-600,8,19.4,No precipitation,9
03.09.2017 11:45,22.8,607.3,0.6,77,Wind blowing from the east,2,40%.,,,40%.,300-600,8,18.6,,
03.09.2017 08:45,19.2,606.7,0.6,88,"Calm, no wind",0,"90  or more, but not 100%",15.3,,50%.,300-600,6,17.2,24,24
03.09.2017 05:45,15.7,606.1,,100,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,15.7,,
02.09.2017 17:45,17.4,606.4,-0.4,98,"Calm, no wind",0,100%.,,20.2,100%.,200-300,2,17.1,22,9
02.09.2017 14:45,17.8,606.8,-0.9,98,"Calm, no wind",0,no clouds,,,,,3,17.4,,
02.09.2017 11:45,18.4,607.7,0.1,93,Wind blowing from the east,2,100%.,,,100%.,100-200,5,17.3,,
02.09.2017 08:45,17.6,607.6,0.5,98,Wind blowing from the south-east,2,100%.,16.1,,100%.,100-200,6,17.3,29,24
02.09.2017 05:45,16.3,607.1,,100,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,300-600,6,16.3,,
01.09.2017 17:45,18.6,607.1,-0.5,98,"Calm, no wind",0,100%.,,20,60%.,300-600,6,18.3,29,9
01.09.2017 14:45,17.7,607.6,-0.3,98,"Calm, no wind",0,100%.,,,50%.,200-300,3,17.4,,
01.09.2017 11:45,19.4,607.9,0.1,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,19.4,,
01.09.2017 08:45,17.8,607.8,0.6,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,17.3,,,,0.1,17.8,11,24
01.09.2017 05:45,17.5,607.2,,100,Wind blowing from the east-southeast,2,100%.,,,100%.,200-300,1,17.5,,
31.08.2017 20:45,20.3,607.4,,93,Wind blowing from the north-west,2,100%.,,25.6,100%.,,,19.2,2,9
31.08.2017 17:45,20.3,607.4,-0.3,93,Wind blowing from the north-west,2,100%.,,25.6,100%.,100-200,3,19.2,2,9
31.08.2017 14:45,25,607.7,-1.2,85,Wind blowing from the east,2,50%.,,,40%.,300-600,8,22.2,,
31.08.2017 11:45,24.2,608.9,,83,Wind blowing from the north-west,2,70 – 80%.,,,50%.,300-600,8,21.2,,
30.08.2017 17:45,22.8,607.3,-0.7,87,"Calm, no wind",0,50%.,,25,20–30%.,100-200,8,20.6,0.1,9
30.08.2017 14:45,24.1,608,-0.8,87,"Calm, no wind",0,60%.,,,20–30%.,200-300,8,21.8,,
30.08.2017 11:45,21.4,608.8,0.6,92,Wind blowing from the south,2,60%.,,,40%.,300-600,6,20,,
30.08.2017 08:45,19.4,608.2,0.6,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,18.1,,,,0.4,19.4,4,24
30.08.2017 05:45,18.3,607.6,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18.3,,
29.08.2017 17:45,22.8,606.5,-1.1,89,Wind blowing from the south,2,70 – 80%.,,26,40%.,300-600,7,20.9,4,9
29.08.2017 14:45,22.1,607.6,-0.7,90,"Calm, no wind",0,100%.,,,100%.,100-200,2,20.3,,
29.08.2017 11:45,24.1,608.3,0.4,81,Wind blowing from the south-southwest,2,70 – 80%.,,,40%.,300-600,7,20.7,,
29.08.2017 08:45,19.8,607.9,0.7,92,"Calm, no wind",0,"90  or more, but not 100%",17.6,,50%.,300-600,7,18.4,3,24
29.08.2017 05:45,17.4,607.2,,100,Wind blowing from the east,2,100%.,,,"90  or more, but not 100%",200-300,6,17.4,,
28.08.2017 17:45,19.5,606.8,-0.6,93,"Calm, no wind",0,"90  or more, but not 100%",,21.4,50%.,200-300,7,18.4,3,9
28.08.2017 14:45,20.6,607.4,-0.5,92,Wind blowing from the east,1,"90  or more, but not 100%",,,40%.,300-600,7,19.2,,
28.08.2017 11:45,19.4,607.9,0.3,92,"Calm, no wind",0,100%.,,,60%.,200-300,6,18,,
28.08.2017 08:45,17.9,607.6,1.3,100,Wind blowing from the south,1,100%.,17.1,,100%.,100-200,3,17.9,10,24
28.08.2017 05:45,17.3,606.3,,100,"Calm, no wind",0,100%.,,,60%.,200-300,0.5,17.3,,
27.08.2017 17:45,22.2,605.5,-0.2,84,Wind blowing from the east,1,70 – 80%.,,24.4,50%.,300-600,8,19.3,No precipitation,9
27.08.2017 14:45,24.3,605.7,-1,65,Wind blowing from the west,2,"90  or more, but not 100%",,,60%.,300-600,8,17.2,,
27.08.2017 11:45,20.3,606.7,0.3,85,Wind blowing from the south-southwest,2,100%.,,,50%.,200-300,7,17.7,,
27.08.2017 08:45,17,606.4,0.4,100,Wind blowing from the east,2,100%.,15.5,,60%.,300-600,6,17,17,24
27.08.2017 05:45,15.9,606,,100,Wind blowing from the south,2,100%.,,,100%.,100-200,0.5,15.9,,
26.08.2017 17:45,19.8,604.9,-0.2,95,Wind blowing from the south,2,100%.,,25.8,20–30%.,200-300,6,19,6,9
26.08.2017 14:45,21.2,605.1,-1,94,Wind blowing from the south-southwest,2,100%.,,,50%.,300-600,7,20.2,,
26.08.2017 11:45,20.1,606.1,-0.2,95,Wind blowing from the east,2,100%.,,,60%.,200-300,6,19.3,,
26.08.2017 08:45,20,606.3,0.2,93,Wind blowing from the south,2,100%.,17.5,,50%.,300-600,7,18.9,1,24
26.08.2017 05:45,18,606.1,,98,Wind blowing from the east-southeast,1,100%.,,,60%.,200-300,6,17.7,,
25.08.2017 17:45,22,606.2,-0.9,87,Wind blowing from the west,2,60%.,,24.4,20–30%.,200-300,7,19.7,1,9
25.08.2017 14:45,21.7,607.1,-0.8,82,Wind blowing from the south-southwest,2,70 – 80%.,,,40%.,200-300,7,18.5,,
25.08.2017 11:45,18.5,607.9,0.3,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18.5,,
25.08.2017 08:45,19.2,607.6,0.6,95,Wind blowing from the south,2,70 – 80%.,17.5,,40%.,300-600,6,18.4,No precipitation,24
25.08.2017 05:45,18,607,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18,,
24.08.2017 17:45,22.4,606.7,-0.7,84,Wind blowing from the south,1,20–30%.,,25.2,20–30%.,300-600,8,19.5,No precipitation,9
24.08.2017 14:45,24.5,607.4,,78,Wind blowing from the east,2,50%.,,,20–30%.,200-300,8,20.4,,
24.08.2017 08:45,18.2,608.2,0.6,98,Wind blowing from the east,2,100%.,17.3,,60%.,300-600,6,17.9,1,24
24.08.2017 05:45,17.5,607.6,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17.5,,
23.08.2017 17:45,19.6,607.3,-0.3,,"Calm, no wind",0,100%.,,22.2,50%.,300-600,6,,0.8,9
23.08.2017 14:45,21.5,607.6,-1,92,"Calm, no wind",0,100%.,,,60%.,200-300,6,20.1,,
23.08.2017 11:45,19,608.6,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,19,,
23.08.2017 05:45,18.1,607.2,,100,"Calm, no wind",0,100%.,,,60%.,300-600,6,18.1,,
22.08.2017 17:45,23.2,606.1,-0.9,85,Wind blowing from the west,2,70 – 80%.,,25,40%.,300-600,8,20.6,No precipitation,9
22.08.2017 14:45,24.2,607,-0.9,77,Wind blowing from the south,2,60%.,,,20–30%.,300-600,8,20,,
22.08.2017 11:45,20.6,607.9,0.2,93,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,8,19.5,,
22.08.2017 08:45,19.2,607.7,0.5,95,Wind blowing from the east,1,100%.,17.6,,60%.,300-600,6,18.4,19,24
22.08.2017 05:45,17.6,607.2,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17.6,,
21.08.2017 17:45,19.3,607,-0.6,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,23.7,,,0.3,19.3,19,9
21.08.2017 14:45,20.7,607.6,-0.7,94,Wind blowing from the west,2,100%.,,,100%.,100-200,2,19.7,,
21.08.2017 11:45,19.6,608.3,,98,Wind blowing from the east-southeast,2,100%.,,,100%.,100-200,3,19.3,,
21.08.2017 08:45,18.6,,,100,Wind blowing from the east-southeast,2,Sky obscured by fog and/or other meteorological phenomena.,17.5,,,,0.4,18.6,0.4,24
20.08.2017 17:45,20.4,607.5,-0.5,91,Wind blowing from the east,2,"90  or more, but not 100%",,23.8,40%.,300-600,8,18.9,0.4,9
20.08.2017 14:45,22.1,608,-1,89,Wind blowing from the east,2,100%.,,,20–30%.,200-300,8,20.2,,
20.08.2017 11:45,22.6,609,0,79,Wind blowing from the south,2,"90  or more, but not 100%",,,40%.,300-600,8,18.7,,
20.08.2017 08:45,19,609,,98,Wind blowing from the east,2,100%.,17.3,,60%.,300-600,7,18.7,13,24
19.08.2017 17:45,20.6,,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,23.4,,,0.4,20.6,3,9
19.08.2017 14:45,21.7,608.3,-0.8,88,Wind blowing from the south,1,100%.,,,40%.,300-600,10,19.6,,
19.08.2017 11:45,21.8,609.1,0.6,89,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,300-600,10,19.9,,
19.08.2017 08:45,18.8,608.5,1.1,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,17.6,,,,0.5,18.8,8,24
19.08.2017 05:45,17.6,607.4,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,17.6,,
18.08.2017 17:45,20.7,605.8,-0.6,94,"Calm, no wind",0,"90  or more, but not 100%",,25.6,40%.,300-600,6,19.7,0.3,9
18.08.2017 14:45,25.1,606.4,-0.9,80,Wind blowing from the south,2,100%.,,,20–30%.,200-300,6,21.3,,
18.08.2017 11:45,21.4,607.3,0.9,90,Wind blowing from the west,2,100%.,,,40%.,300-600,7,19.7,,
18.08.2017 08:45,19.1,606.4,0.7,98,Wind blowing from the east,1,100%.,18,,60%.,300-600,6,18.7,0.5,24
18.08.2017 05:45,18.1,605.7,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,18.1,,
17.08.2017 14:45,22.8,605.5,-0.8,85,Wind blowing from the west,3,100%.,,,20–30%.,200-300,7,20.1,,
17.08.2017 11:45,21.4,606.3,0.3,93,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,20.2,,
17.08.2017 08:45,20.2,606,,95,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,18.7,,,,0.4,19.4,No precipitation,24
16.08.2017 17:45,23.8,604.8,-0.6,89,Wind blowing from the west,2,50%.,,26.2,20–30%.,200-300,7,21.8,No precipitation,9
16.08.2017 14:45,25.8,605.4,-1.1,84,Wind blowing from the south,2,60%.,,,40%.,300-600,8,22.9,,
16.08.2017 11:45,24.3,606.5,0.7,83,Wind blowing from the south,2,70 – 80%.,,,40%.,300-600,8,21.2,,
16.08.2017 08:45,19.8,605.8,0.4,95,"Calm, no wind",0,"90  or more, but not 100%",18.7,,50%.,200-300,6,19,No precipitation,24
16.08.2017 05:45,18.8,605.4,,100,"Calm, no wind",0,100%.,,,60%.,300-600,6,18.8,,
15.08.2017 08:45,19.4,607.7,1,100,Wind blowing from the south,1,100%.,18.4,,50%.,200-300,7,19.4,No precipitation,24
15.08.2017 05:45,18.4,606.7,,99,Wind blowing from the east,2,"90  or more, but not 100%",,,60%.,200-300,6,18.2,,
14.08.2017 17:45,21.7,607,-0.9,94,Wind blowing from the west,3,"90  or more, but not 100%",,25.4,50%.,300-600,7,20.6,No precipitation,9
14.08.2017 14:45,23.8,607.9,-0.1,85,Wind blowing from the south,2,70 – 80%.,,,40%.,300-600,8,21.1,,
14.08.2017 11:45,23.6,608,0.3,81,Wind blowing from the east,1,60%.,,,40%.,300-600,8,20.1,,
14.08.2017 08:45,20.6,607.7,0.7,93,"Calm, no wind",0,70 – 80%.,18.2,,40%.,200-300,7,19.4,No precipitation,24
14.08.2017 05:45,18.2,607,,100,Wind blowing from the east,2,100%.,,,60%.,300-600,6,18.2,,
13.08.2017 17:45,21.2,605.5,-0.5,95,Wind blowing from the south,2,100%.,,24.6,40%.,300-600,6,20.4,No precipitation,9
13.08.2017 14:45,24.4,606,0,77,Wind blowing from the east,2,70 – 80%.,,,50%.,300-600,8,20,,
13.08.2017 11:45,22.2,606,0.1,91,Wind blowing from the east,2,100%.,,,60%.,300-600,7,20.6,,
13.08.2017 08:45,19.8,605.9,1,100,Wind blowing from the south,1,Sky obscured by fog and/or other meteorological phenomena.,19.2,,,,0.2,19.8,No precipitation,24
13.08.2017 05:45,19.4,604.9,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,19.4,,
12.08.2017 14:45,25.4,604.3,-0.5,80,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,8,21.7,,
12.08.2017 11:45,24.8,604.8,0,77,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,8,20.5,,
12.08.2017 08:45,20.3,604.8,,96,Wind blowing from the east-southeast,1,100%.,19.4,,40%.,300-600,7,19.7,No precipitation,24
11.08.2017 17:45,22.2,604.5,-0.1,94,Wind blowing from the east,2,70 – 80%.,,26.1,40%.,300-600,8,21.1,No precipitation,9
11.08.2017 14:45,25,604.6,-0.5,80,Wind blowing from the north-west,2,60%.,,,20–30%.,200-300,8,21.2,,
11.08.2017 11:45,22.2,605.1,-0.4,92,Wind blowing from the east,2,70 – 80%.,,,50%.,200-300,7,20.8,,
11.08.2017 08:45,19.3,605.5,0.6,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,18.7,,,,0.2,19.3,4,24
11.08.2017 05:45,19,604.9,,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,19,,
08.08.2017 14:45,22.6,607.3,-0.8,89,Wind blowing from the east,2,100%.,,,50%.,200-300,7,20.7,,
08.08.2017 11:45,21.8,608.1,0.2,89,Wind blowing from the south,2,100%.,,,20–30%.,300-600,6,19.9,,
08.08.2017 08:45,19.6,607.9,1.2,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,18.5,,,,0.4,19.6,12,24
08.08.2017 05:45,18.6,606.7,,100,"Calm, no wind",0,100%.,,,40%.,300-600,6,18.6,,
07.08.2017 17:45,20.6,607.3,-0.2,93,"Calm, no wind",0,50%.,,21.4,20–30%.,300-600,6,19.5,12,9
07.08.2017 14:45,20.3,607.5,-0.7,98,Wind blowing from the south,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.5,19.9,,
07.08.2017 11:45,19.6,608.2,0.7,100,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.6,19.6,,
07.08.2017 08:45,19.5,607.5,0.6,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,18.9,,,,0.3,19.5,8,24
07.08.2017 05:45,19,606.9,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.5,19,,
06.08.2017 17:45,23.6,606.2,-0.6,82,"Calm, no wind",0,60%.,,25.6,20–30%.,300-600,7,20.4,2,9
06.08.2017 14:45,24.1,606.8,-0.6,84,Wind blowing from the south,3,"90  or more, but not 100%",,,40%.,300-600,8,21.3,,
06.08.2017 11:45,22.4,607.4,0.1,91,Wind blowing from the east,2,100%.,,,50%.,200-300,8,20.9,,
06.08.2017 08:45,21.4,607.3,1.4,93,Wind blowing from the south-east,2,100%.,18.5,,60%.,300-600,7,20.3,2,24
06.08.2017 05:45,18.6,605.9,,100,"Calm, no wind",0,100%.,,,40%.,300-600,6,18.6,,
05.08.2017 17:45,21.3,605.3,-0.5,96,"Calm, no wind",0,"90  or more, but not 100%",,25.8,20–30%.,300-600,8,20.6,0.5,9
05.08.2017 14:45,24.7,605.8,-0.5,82,Wind blowing from the east,2,100%.,,,50%.,200-300,7,21.5,,
05.08.2017 11:45,22.4,606.3,0.9,92,Wind blowing from the south,2,100%.,,,40%.,300-600,6,21,,
05.08.2017 08:45,19.4,605.4,0.6,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,18.6,,,,0.3,19.4,15,24
05.08.2017 05:45,18.8,604.8,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18.8,,
04.08.2017 17:45,19.8,604.8,,98,"Calm, no wind",0,100%.,,19.8,60%.,200-300,5,19.5,14,9
04.08.2017 11:45,19.2,605.1,0,100,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,19.2,,
04.08.2017 08:45,19,605.1,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,18.3,,,,0.3,19,17,24
03.08.2017 17:45,22.3,604.5,,87,Wind blowing from the east,2,70 – 80%.,,25.7,40%.,300-600,8,20.1,2,9
03.08.2017 11:45,21.8,605,-0.1,89,Wind blowing from the south,2,100%.,,,20–30%.,200-300,6,19.9,,
03.08.2017 08:45,20.6,605.1,0.3,94,Wind blowing from the east,2,"90  or more, but not 100%",18.9,,60%.,300-600,6,19.6,No precipitation,24
03.08.2017 05:45,19,604.8,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,19,,
02.08.2017 17:45,21.3,604.7,-0.8,93,"Calm, no wind",0,70 – 80%.,,25.4,20–30%.,200-300,6,20.2,No precipitation,9
